year,modelId,mileageUnformatted,priceUnformatted,cylinder_engine,size_engine,horsepower_engine,torque_engine,highway_mpg,city_mpg,make,condition,bodyStyle,configuration_engine,type_engine,name_transmission,drivenWheels,market_categories
2020,955.0,60186.0,20709,4.0,2.0,250.0,275.0,29.0,21.0,11,2,7,3,4,9,2,2
2018,865.0,106050.0,23524,6.0,3.5,280.0,262.0,27.0,20.0,14,2,7,0,4,10,2,2
2022,2334.0,37239.0,18977,3.0,1.2,137.0,162.0,31.0,29.0,5,0,7,3,4,11,2,0
2020,1496.0,34139.0,25988,6.0,3.5,260.0,240.0,28.0,20.0,28,0,7,0,4,11,2,0
2021,2129.0,52124.0,22800,4.0,2.0,230.0,258.0,31.0,24.0,5,2,7,3,4,10,2,2
2016,1254.0,130526.0,34800,8.0,6.0,360.0,380.0,,,7,2,8,0,3,5,1,14
2016,867.0,111696.0,17250,4.0,2.4,185.0,181.0,31.0,25.0,14,2,7,3,4,11,0,0
2020,965.0,63033.0,20436,4.0,2.0,245.0,275.0,29.0,20.0,11,0,6,3,4,5,0,57
2022,981.0,43.0,58745,,,,,,,11,1,8,4,8,13,4,59
2021,1715.0,27789.0,55000,8.0,6.4,410.0,429.0,,,32,2,8,0,4,9,1,3
2023,957.0,32.0,51630,6.0,,,,,,11,1,8,0,8,0,1,59
2023,2441.0,54.0,51990,0.0,,,,,,11,1,8,4,1,1,1,59
2024,999.0,12.0,60800,,,,,,,11,1,8,4,8,13,4,59
2024,981.0,7.0,52235,,,,,,,11,1,8,4,8,13,4,59
2019,1371.0,55745.0,31874,6.0,3.0,329.0,325.0,25.0,19.0,2,2,7,0,4,9,0,32
2018,957.0,67875.0,44374,6.0,3.5,450.0,510.0,18.0,15.0,11,2,8,0,4,0,1,5
2021,1118.0,27158.0,27699,6.0,3.6,308.0,275.0,22.0,16.0,12,0,8,0,4,9,1,59
2022,1501.0,12102.0,25487,6.0,3.8,310.0,281.0,24.0,18.0,28,0,8,0,4,10,3,59
2021,1780.0,44283.0,35444,4.0,2.0,316.0,295.0,27.0,20.0,39,0,7,3,4,9,0,32
2022,1780.0,21167.0,36611,4.0,2.0,247.0,258.0,28.0,22.0,39,0,7,3,6,9,0,31
2023,1122.0,18449.0,78744,8.0,6.2,420.0,460.0,18.0,14.0,12,0,7,0,4,0,1,4
2024,1279.0,2.0,71805,6.0,3.0,305.0,495.0,22.0,20.0,7,1,8,3,0,0,1,3
2018,857.0,48766.0,30847,6.0,3.5,280.0,262.0,28.0,19.0,14,2,4,0,4,0,2,59
2024,899.0,,82330,6.0,3.5,437.0,583.0,22.0,19.0,37,1,7,0,5,0,1,59
2022,908.0,25142.0,51491,6.0,4.0,270.0,278.0,19.0,16.0,37,2,7,0,4,3,1,59
2021,1774.0,71041.0,39814,4.0,2.0,316.0,295.0,28.0,19.0,39,0,7,3,4,9,0,32
2024,2617.0,,50861,,,,,,,37,1,7,4,8,13,4,59
2023,2427.0,1.0,33043,4.0,2.4,228.0,184.0,31.0,21.0,37,1,1,2,4,5,3,57
2024,1406.0,11.0,45661,6.0,3.6,285.0,260.0,22.0,16.0,18,1,7,0,4,6,1,59
2021,1516.0,61283.0,14988,4.0,1.6,122.0,114.0,40.0,32.0,28,0,6,3,4,11,2,59
2023,1487.0,2.0,29083,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2023,1487.0,2.0,29517,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2021,1885.0,57488.0,36500,6.0,3.5,311.0,280.0,28.0,20.0,21,2,6,0,4,9,3,55
2024,880.0,10.0,34922,4.0,2.5,203.0,184.0,34.0,27.0,37,1,7,3,4,9,2,0
2023,906.0,10.0,39388,6.0,3.5,278.0,265.0,,,37,1,8,0,4,13,1,59
2019,1279.0,68378.0,33752,4.0,2.7,310.0,348.0,22.0,19.0,7,0,8,3,4,9,1,59
2021,867.0,18739.0,29600,4.0,1.5,190.0,179.0,32.0,27.0,14,0,7,3,4,11,0,0
2020,1440.0,71588.0,19995,6.0,3.6,305.0,268.0,30.0,19.0,9,2,1,0,4,9,3,57
2013,1145.0,133951.0,15758,8.0,4.8,302.0,305.0,19.0,14.0,12,2,8,0,3,2,3,11
2021,1512.0,33209.0,18825,4.0,2.0,149.0,146.0,39.0,29.0,28,0,6,3,4,11,2,59
2021,1516.0,58034.0,15782,4.0,1.6,122.0,114.0,40.0,32.0,28,0,6,3,4,11,2,59
2023,1487.0,5.0,30491,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2024,1501.0,3.0,35320,6.0,3.8,310.0,281.0,24.0,18.0,28,1,8,0,4,10,3,59
2021,1512.0,53975.0,18136,4.0,2.0,149.0,146.0,39.0,29.0,28,0,6,3,4,11,2,59
2022,1322.0,18939.0,53484,6.0,3.0,335.0,331.0,26.0,21.0,3,2,7,3,6,9,3,32
2023,1487.0,1.0,30798,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2020,1472.0,40934.0,35799,8.0,6.4,485.0,475.0,24.0,15.0,9,2,6,0,4,9,3,20
2018,1236.0,25487.0,21299,4.0,2.0,275.0,295.0,31.0,22.0,7,2,1,3,4,9,3,57
2021,2188.0,55279.0,24499,4.0,2.0,235.0,258.0,28.0,22.0,21,2,2,3,4,5,2,31
2023,1511.0,18386.0,18999,4.0,2.5,188.0,180.0,37.0,27.0,28,2,6,3,4,11,2,59
2020,1043.0,44699.0,26490,4.0,2.0,246.0,269.0,27.0,20.0,20,2,7,3,4,10,0,31
2015,880.0,93745.0,11699,4.0,2.5,176.0,172.0,31.0,24.0,37,2,7,3,4,5,2,0
2020,1365.0,68756.0,30999,6.0,3.0,349.0,369.0,23.0,18.0,2,2,7,0,4,9,0,36
2021,957.0,42849.0,36999,6.0,,,,,19.0,11,2,8,0,8,0,1,27
2015,1270.0,54046.0,36999,8.0,6.2,455.0,460.0,29.0,17.0,7,2,1,0,4,8,3,20
2019,1873.0,41626.0,41498,6.0,3.0,340.0,331.0,23.0,19.0,31,2,7,0,4,9,0,32
2021,969.0,42485.0,20499,4.0,2.3,310.0,350.0,29.0,21.0,11,2,1,3,4,6,3,57
2020,1657.0,42881.0,17049,4.0,2.0,184.0,221.0,29.0,22.0,38,2,7,3,4,9,2,0
2015,1881.0,76215.0,22748,6.0,3.0,340.0,339.0,23.0,17.0,31,2,7,0,4,7,0,32
2015,1043.0,85691.0,13849,4.0,2.0,240.0,250.0,30.0,21.0,20,2,7,3,4,10,0,31
2017,2127.0,67069.0,17999,6.0,3.6,310.0,270.0,27.0,19.0,6,2,7,0,4,9,2,31
2017,1049.0,96861.0,10990,4.0,2.4,185.0,178.0,26.0,20.0,15,2,7,3,4,5,0,0
2019,1889.0,35346.0,27599,6.0,3.5,302.0,267.0,,22.0,21,2,6,0,4,9,2,59
2022,906.0,25774.0,23498,4.0,2.7,159.0,180.0,23.0,20.0,37,2,8,3,4,5,3,59
2019,2282.0,86693.0,22299,6.0,3.0,300.0,295.0,27.0,19.0,16,2,1,0,4,7,0,55
2021,957.0,47392.0,35499,,,,,,,11,2,8,0,8,0,1,27
2021,1723.0,48955.0,14944,4.0,2.0,147.0,132.0,,,19,2,6,3,4,13,2,59
2018,1236.0,60691.0,19999,4.0,2.0,275.0,295.0,31.0,22.0,7,2,1,3,4,9,3,57
2021,1238.0,32323.0,23999,4.0,2.5,200.0,191.0,25.0,19.0,7,2,8,3,4,5,3,59
2018,957.0,128811.0,24999,6.0,,,,,,11,2,8,0,4,13,1,3
2021,1617.0,50252.0,23949,6.0,3.0,300.0,295.0,29.0,20.0,16,2,6,0,4,7,3,30
2017,969.0,33675.0,20999,8.0,5.0,435.0,400.0,25.0,15.0,11,2,1,0,4,6,3,57
2015,1145.0,104239.0,21921,6.0,4.3,285.0,305.0,24.0,18.0,12,2,8,0,3,5,3,11
2023,883.0,9814.0,27590,4.0,2.5,203.0,184.0,39.0,28.0,37,0,6,3,4,9,2,59
2024,969.0,3.0,31929,4.0,2.3,,,33.0,22.0,11,1,1,3,4,0,3,57
2019,2258.0,56301.0,24698,,,,,,,32,2,8,0,4,9,3,59
2024,999.0,3.0,92725,,,,,,,11,1,8,4,8,13,4,59
2016,1710.0,133414.0,47500,8.0,5.7,383.0,400.0,,,32,2,8,0,4,5,1,3
2023,1056.0,7049.0,35296,4.0,2.5,281.0,311.0,28.0,22.0,15,2,7,3,4,9,2,2
2021,1066.0,19799.0,19999,4.0,2.5,191.0,181.0,37.0,27.0,15,2,6,3,4,9,2,59
2022,886.0,45639.0,29880,6.0,3.5,295.0,263.0,29.0,21.0,37,2,7,0,4,9,2,0
2021,1210.0,21758.0,26287,4.0,2.5,193.0,188.0,27.0,21.0,7,0,7,3,4,10,2,0
2021,1064.0,60554.0,21617,4.0,2.4,181.0,175.0,28.0,22.0,15,0,7,3,4,5,2,0
2023,957.0,13.0,63055,,,,,,,11,1,8,0,8,0,1,59
2023,957.0,1012.0,55835,,,,,,,11,1,8,0,8,0,1,59
2022,1550.0,29060.0,24380,4.0,2.5,187.0,186.0,30.0,24.0,25,2,7,3,4,5,0,0
2023,957.0,3924.0,44280,6.0,,,,,,11,1,8,0,8,0,1,59
2024,2352.0,,36025,4.0,2.0,204.0,,34.0,40.0,14,1,7,3,5,12,0,24
2024,2352.0,,41130,4.0,2.0,204.0,,34.0,40.0,14,1,7,3,5,12,0,24
2019,856.0,58914.0,23750,4.0,1.5,192.0,192.0,38.0,30.0,14,2,6,3,4,11,2,57
2023,2092.0,17844.0,26100,4.0,2.0,158.0,138.0,32.0,26.0,14,2,2,3,4,11,2,0
2023,957.0,15.0,49435,,,,,,,11,1,8,0,3,0,1,59
2016,963.0,93685.0,9974,4.0,2.0,160.0,146.0,36.0,26.0,11,2,6,3,3,4,2,11
2023,2371.0,3868.0,29750,3.0,1.5,181.0,190.0,28.0,25.0,11,1,7,3,4,9,0,0
2023,2129.0,6.0,29890,4.0,2.0,228.0,258.0,29.0,22.0,5,1,7,3,4,10,0,2
2022,944.0,81.0,56635,6.0,3.5,380.0,470.0,21.0,16.0,11,1,7,0,4,0,1,59
2022,961.0,19851.0,30679,4.0,2.3,300.0,310.0,28.0,21.0,11,0,7,3,4,0,3,0
2012,1340.0,111056.0,11542,6.0,3.5,280.0,254.0,29.0,20.0,0,2,6,0,4,5,2,30
2024,908.0,10.0,51559,6.0,4.0,270.0,278.0,19.0,16.0,37,1,7,0,4,3,1,59
2024,1512.0,5.0,21521,4.0,2.0,149.0,146.0,39.0,29.0,28,1,6,3,4,11,2,59
2021,1505.0,8548.0,30801,6.0,3.5,300.0,261.0,30.0,20.0,28,2,6,0,4,11,2,57
2022,1279.0,20230.0,45877,4.0,2.7,310.0,430.0,18.0,16.0,7,2,8,3,4,9,1,3
2024,1279.0,4.0,68960,,,,,,,7,1,8,4,8,13,4,59
2019,1729.0,91122.0,16995,4.0,2.4,181.0,175.0,29.0,22.0,19,2,7,3,4,5,2,0
2022,1487.0,28792.0,23356,3.0,1.5,201.0,225.0,37.0,30.0,28,0,2,3,4,11,2,0
2024,1491.0,6.0,42205,6.0,3.5,284.0,259.0,27.0,20.0,28,1,7,0,4,10,2,2
2024,2042.0,,23590,3.0,1.2,137.0,162.0,32.0,28.0,7,1,2,3,4,5,2,0
2024,2042.0,,23990,3.0,1.2,137.0,162.0,32.0,28.0,7,1,2,3,4,5,2,0
2024,2042.0,,25790,3.0,1.2,137.0,162.0,32.0,28.0,7,1,2,3,4,5,2,0
2024,1276.0,5.0,71305,,,,,,,7,1,7,4,8,13,4,59
2024,1279.0,,47150,4.0,2.7,310.0,430.0,21.0,18.0,7,1,8,3,4,9,1,3
2024,1281.0,1.0,67170,8.0,6.6,401.0,464.0,,,7,1,8,0,4,0,1,14
2015,1281.0,96562.0,31995,8.0,6.0,360.0,380.0,,,7,2,8,0,3,5,3,14
2023,1279.0,5.0,75000,8.0,5.3,355.0,383.0,20.0,16.0,7,1,8,0,4,0,1,3
2023,1279.0,5128.0,50380,8.0,5.3,355.0,383.0,21.0,17.0,7,1,8,0,4,0,3,3
2022,1279.0,15.0,63170,4.0,2.7,310.0,430.0,18.0,16.0,7,1,8,3,4,9,1,3
2024,1210.0,3.0,47660,6.0,3.6,308.0,270.0,26.0,19.0,7,1,7,0,4,10,2,2
2018,1511.0,47486.0,14988,4.0,2.5,179.0,177.0,,,28,2,6,3,4,11,2,59
2020,1511.0,13226.0,21388,4.0,2.5,188.0,180.0,37.0,27.0,28,0,6,3,4,11,2,59
2021,1511.0,71949.0,17288,4.0,2.5,188.0,180.0,37.0,27.0,28,0,6,3,4,11,2,59
2024,1076.0,,32425,4.0,2.5,182.0,178.0,29.0,25.0,35,1,2,2,4,11,0,0
2024,1248.0,10.0,25385,4.0,1.5,160.0,184.0,35.0,27.0,7,1,6,3,4,11,2,59
2022,1279.0,11626.0,28000,4.0,2.7,310.0,430.0,22.0,19.0,7,2,8,3,4,9,3,59
2024,1512.0,5.0,22190,4.0,2.0,149.0,146.0,39.0,29.0,28,1,6,3,4,11,2,59
2023,2138.0,,40480,4.0,2.0,181.0,151.0,34.0,26.0,25,1,0,3,4,6,3,57
2024,1550.0,,32025,4.0,2.5,187.0,186.0,29.0,23.0,25,1,7,3,4,5,0,0
2024,1550.0,,36755,4.0,2.5,187.0,186.0,29.0,23.0,25,1,7,3,4,5,0,0
2023,1487.0,5.0,29221,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2017,1501.0,58653.0,24987,6.0,4.0,261.0,281.0,21.0,15.0,28,0,8,0,4,3,1,59
2015,1122.0,77416.0,25961,8.0,5.3,355.0,383.0,22.0,15.0,12,2,7,0,3,5,1,11
2021,969.0,60582.0,21399,4.0,2.3,310.0,350.0,27.0,20.0,11,2,0,3,4,6,3,57
2006,981.0,195024.0,14995,10.0,6.8,362.0,457.0,,,11,2,8,0,4,6,1,3
2022,944.0,51884.0,58657,6.0,3.5,440.0,510.0,19.0,15.0,11,2,7,0,4,0,1,59
2023,2156.0,24.0,26595,0.0,,,,,,7,1,3,4,1,1,2,19
2023,2420.0,5.0,35790,0.0,,,,,,7,1,2,4,1,1,2,19
2023,2371.0,668.0,37770,3.0,1.5,181.0,190.0,28.0,25.0,11,1,7,3,4,9,0,0
2024,1279.0,3.0,51395,,,,,,,7,1,8,4,8,13,4,59
2023,1268.0,3021.0,25435,6.0,3.6,310.0,266.0,27.0,18.0,7,1,7,0,4,10,2,0
2024,1279.0,1.0,63410,4.0,2.7,310.0,430.0,20.0,15.0,7,1,8,3,4,9,1,3
2023,2371.0,21.0,31782,3.0,1.5,181.0,190.0,28.0,25.0,11,1,7,3,4,9,0,0
2020,975.0,55013.0,18217,3.0,1.5,180.0,177.0,31.0,26.0,11,0,7,3,4,9,0,0
2024,867.0,5.0,35985,4.0,1.5,190.0,179.0,34.0,28.0,14,1,7,3,4,11,2,0
2020,2060.0,23442.0,23362,4.0,2.4,206.0,182.0,33.0,23.0,0,2,6,3,4,9,2,30
2024,862.0,7.0,26500,4.0,2.0,158.0,138.0,38.0,30.0,14,1,3,3,4,11,2,19
2024,2352.0,9.0,41175,4.0,2.0,204.0,,34.0,40.0,14,1,7,3,5,12,0,24
2023,975.0,843.0,29495,3.0,1.5,180.0,199.0,34.0,27.0,11,1,7,3,4,9,2,0
2023,975.0,1638.0,28495,3.0,1.5,180.0,199.0,32.0,26.0,11,1,7,3,4,9,0,0
2023,975.0,1084.0,37158,4.0,2.0,250.0,280.0,31.0,23.0,11,1,7,3,4,9,0,0
2018,1252.0,100234.0,13995,4.0,1.5,170.0,203.0,32.0,26.0,7,2,7,3,4,5,2,0
2023,883.0,19571.0,24355,4.0,2.5,203.0,184.0,39.0,28.0,37,0,6,3,4,9,2,59
2024,1279.0,,43735,4.0,2.7,310.0,430.0,22.0,18.0,7,1,8,3,4,9,3,59
2024,1252.0,3.0,21995,4.0,1.5,175.0,203.0,31.0,26.0,7,1,7,3,4,5,2,0
2020,1279.0,71879.0,29000,4.0,2.7,310.0,348.0,22.0,19.0,7,2,8,3,4,9,1,3
2022,1122.0,30776.0,67300,8.0,6.2,420.0,460.0,19.0,14.0,12,2,7,0,4,0,3,4
2024,1276.0,5.0,69690,,,,,,,7,1,7,4,8,13,4,59
2021,1279.0,76536.0,28000,6.0,4.3,285.0,305.0,21.0,16.0,7,2,8,0,3,5,3,11
2014,2084.0,35773.0,10400,0.0,,,,,,26,2,3,4,1,1,2,44
2017,999.0,130273.0,42995,8.0,6.2,385.0,430.0,,,11,2,8,0,3,5,1,14
2017,981.0,136914.0,32995,8.0,6.2,,,,,11,2,8,0,3,5,1,14
2019,1487.0,48330.0,16992,4.0,2.5,170.0,175.0,33.0,26.0,28,2,2,3,4,11,2,0
2017,1617.0,101902.0,15492,6.0,3.0,300.0,295.0,29.0,20.0,16,2,6,0,4,7,3,55
2024,2042.0,5965.0,24492,3.0,1.2,137.0,162.0,32.0,28.0,7,0,2,3,4,5,2,0
2019,1276.0,30317.0,39115,8.0,5.3,355.0,383.0,22.0,15.0,7,2,7,0,3,5,3,18
2016,1418.0,91132.0,9692,6.0,3.6,283.0,260.0,25.0,17.0,9,2,4,0,3,5,2,11
2017,1279.0,73058.0,29632,,,,,22.0,,7,2,8,0,8,5,1,11
2023,1268.0,4.0,48595,6.0,3.6,310.0,266.0,27.0,18.0,7,1,7,0,4,10,2,0
2024,1279.0,1.0,40545,4.0,2.7,310.0,430.0,22.0,18.0,7,1,8,3,4,9,3,59
2024,969.0,4.0,52538,8.0,5.0,,,23.0,14.0,11,1,1,0,4,6,3,20
2024,969.0,4.0,33763,4.0,2.3,,,33.0,22.0,11,1,1,3,4,0,3,57
2021,1408.0,21392.0,29550,6.0,3.2,271.0,239.0,24.0,18.0,18,2,7,0,4,10,1,0
2023,880.0,3.0,35469,4.0,2.5,203.0,184.0,33.0,27.0,37,1,7,3,4,9,0,0
2022,969.0,33060.0,23399,4.0,2.3,310.0,350.0,29.0,21.0,11,2,1,3,4,6,3,57
2013,1403.0,95345.0,18989,6.0,3.6,285.0,260.0,21.0,16.0,18,2,7,0,4,6,1,59
2023,885.0,17323.0,32498,4.0,2.0,194.0,,,,37,2,3,3,5,11,2,59
2008,886.0,119151.0,8799,6.0,3.5,270.0,248.0,24.0,18.0,37,2,7,0,4,3,2,0
2013,1529.0,63321.0,11399,4.0,2.0,272.0,260.0,30.0,20.0,6,2,6,3,4,5,0,55
2019,2149.0,22086.0,24999,4.0,2.0,200.0,151.0,32.0,24.0,37,2,1,2,4,5,3,57
2018,1645.0,75723.0,12899,4.0,2.0,174.0,184.0,36.0,25.0,38,2,6,3,4,5,2,59
2019,867.0,75339.0,16995,4.0,1.5,190.0,179.0,34.0,28.0,14,2,7,3,4,11,2,0
2019,1491.0,52187.0,19999,6.0,3.5,284.0,259.0,27.0,20.0,28,2,7,0,4,11,2,0
2020,2295.0,40182.0,28199,6.0,3.8,291.0,262.0,26.0,20.0,19,2,7,0,4,9,2,2
2019,2187.0,73911.0,33999,4.0,2.0,247.0,269.0,27.0,21.0,20,2,7,3,4,9,0,31
2020,957.0,65710.0,30399,,,,,,,11,2,8,0,8,13,1,14
2020,1238.0,77396.0,16999,4.0,2.5,200.0,191.0,26.0,20.0,7,2,8,3,4,5,3,59
2017,1018.0,95384.0,20499,6.0,3.0,362.0,384.0,28.0,20.0,26,2,6,0,4,10,0,37
2018,885.0,78807.0,17899,4.0,1.8,121.0,,50.0,54.0,37,2,3,3,5,11,2,28
2019,883.0,48323.0,22799,4.0,2.5,206.0,186.0,39.0,28.0,37,2,6,3,4,9,2,59
2021,2119.0,77096.0,25797,4.0,2.5,219.0,,38.0,41.0,37,2,7,3,5,11,0,24
2022,2367.0,3850.0,34949,0.0,,,,,,11,2,7,4,1,1,3,19
2018,1657.0,35608.0,13949,4.0,2.0,184.0,221.0,27.0,22.0,38,2,7,3,4,9,2,0
2019,1058.0,70698.0,14449,4.0,2.0,147.0,132.0,,,15,2,6,3,4,13,2,59
2019,2269.0,23670.0,11949,0.0,,,,,,15,2,7,4,2,1,2,0
2020,1737.0,38698.0,15449,4.0,2.0,147.0,132.0,33.0,27.0,19,2,2,3,4,11,2,59
2018,1018.0,44330.0,19949,4.0,2.0,241.0,273.0,33.0,24.0,26,2,6,3,4,10,3,30
2015,862.0,102942.0,11949,4.0,1.8,143.0,129.0,39.0,30.0,14,2,6,3,4,11,2,59
2017,969.0,59018.0,23449,8.0,5.0,435.0,400.0,25.0,15.0,11,2,1,0,4,6,3,57
2020,1737.0,70147.0,13999,4.0,2.0,147.0,132.0,33.0,27.0,19,2,2,3,4,11,2,59
2022,975.0,42417.0,18449,3.0,1.5,181.0,190.0,34.0,28.0,11,2,7,3,4,9,2,0
2018,856.0,71849.0,18949,4.0,1.5,192.0,192.0,35.0,29.0,14,2,6,3,4,11,2,57
2020,1469.0,53829.0,15449,4.0,2.4,172.0,165.0,25.0,19.0,9,2,7,3,4,2,2,0
2023,2217.0,27084.0,28849,0.0,,,,,,36,2,6,4,1,1,3,55
2022,2369.0,29004.0,18949,4.0,1.6,180.0,195.0,,,19,2,6,3,4,9,4,59
2019,1335.0,78325.0,22499,4.0,2.0,248.0,310.0,30.0,27.0,3,2,6,3,7,9,3,30
2017,969.0,56231.0,26949,8.0,5.0,435.0,400.0,25.0,15.0,11,2,1,0,4,6,3,57
2020,856.0,77389.0,19449,4.0,1.5,192.0,192.0,38.0,30.0,14,2,6,3,4,11,2,57
2020,1501.0,46890.0,22949,6.0,3.8,310.0,281.0,24.0,18.0,28,2,8,0,4,10,3,59
2023,1723.0,5753.0,18949,4.0,2.0,147.0,132.0,,,19,2,6,3,4,11,2,59
2018,1723.0,75640.0,12949,4.0,2.0,147.0,132.0,37.0,29.0,19,2,6,3,4,5,2,59
2021,2248.0,47806.0,16949,4.0,1.6,122.0,114.0,36.0,31.0,28,2,2,3,4,11,2,19
2022,2427.0,19267.0,28449,4.0,2.4,228.0,184.0,31.0,21.0,37,2,1,2,4,5,3,57
2018,907.0,73118.0,14949,4.0,1.5,99.0,,43.0,48.0,37,2,3,3,5,11,2,28
2017,1316.0,61059.0,30949,8.0,4.4,445.0,480.0,24.0,17.0,3,2,6,0,4,9,3,45
2018,975.0,73068.0,12449,4.0,2.5,168.0,170.0,29.0,21.0,11,2,7,3,4,5,2,0
2019,906.0,73376.0,28949,6.0,3.5,278.0,265.0,24.0,19.0,37,2,8,0,4,5,3,59
2022,2180.0,13615.0,28949,4.0,2.0,280.0,306.0,33.0,24.0,1,2,6,3,4,9,3,55
2019,862.0,55315.0,19949,4.0,1.5,174.0,162.0,40.0,31.0,14,2,3,3,4,11,2,58
2020,1419.0,67860.0,25449,6.0,3.6,295.0,260.0,26.0,19.0,9,2,7,0,4,9,3,2
2023,1808.0,5083.0,26949,4.0,2.5,181.0,181.0,31.0,24.0,27,2,7,3,4,11,2,0
2020,969.0,67401.0,19449,4.0,2.3,310.0,350.0,28.0,20.0,11,2,0,3,4,6,3,57
2019,1917.0,27387.0,32949,6.0,3.5,295.0,268.0,27.0,20.0,21,2,7,0,4,9,2,31
2018,907.0,91023.0,14949,4.0,1.5,99.0,,43.0,48.0,37,2,3,3,5,11,2,28
2013,902.0,63389.0,17449,4.0,1.8,134.0,105.0,40.0,44.0,37,2,9,3,5,11,2,23
2010,1889.0,155554.0,7949,6.0,3.5,272.0,254.0,27.0,19.0,21,2,6,0,4,5,2,30
2020,1252.0,77142.0,14949,4.0,1.5,170.0,203.0,31.0,26.0,7,2,7,3,4,5,2,0
2021,865.0,22419.0,31449,6.0,3.5,280.0,262.0,27.0,20.0,14,2,7,0,4,10,2,2
2021,885.0,35446.0,23949,4.0,1.8,121.0,,,,37,2,3,3,5,11,2,28
2019,969.0,42414.0,19449,4.0,2.3,310.0,350.0,28.0,20.0,11,2,0,3,4,6,3,57
2017,1236.0,77119.0,26949,8.0,6.2,455.0,455.0,25.0,16.0,7,2,1,0,4,6,3,20
2021,1497.0,26764.0,15949,0.0,,,,,,28,2,3,4,1,1,2,19
2022,1497.0,22193.0,16449,0.0,,,,,,28,2,3,4,1,1,2,19
2022,1497.0,26008.0,16549,0.0,,,,,,28,2,3,4,1,1,2,19
2019,1723.0,55262.0,11949,4.0,2.0,147.0,132.0,,,19,2,6,3,4,13,2,59
2014,1790.0,109345.0,7949,4.0,2.4,158.0,162.0,28.0,22.0,33,2,9,3,4,13,2,59
2019,862.0,38735.0,20449,4.0,1.5,174.0,162.0,40.0,31.0,14,2,3,3,4,11,2,58
2008,1878.0,63265.0,24449,6.0,3.4,295.0,251.0,26.0,18.0,31,2,1,2,4,6,3,45
2021,1307.0,68072.0,22449,6.0,3.6,300.0,264.0,30.0,19.0,8,2,6,0,4,9,3,57
2020,965.0,34940.0,12449,4.0,1.5,181.0,185.0,34.0,23.0,11,2,6,3,4,5,2,59
2019,1487.0,30755.0,16949,4.0,2.5,170.0,175.0,33.0,26.0,28,2,2,3,4,11,2,0
2021,1511.0,52282.0,20949,4.0,2.5,188.0,180.0,37.0,27.0,28,2,6,3,4,11,2,59
2020,1616.0,29337.0,25949,4.0,2.0,268.0,280.0,29.0,23.0,16,2,2,3,4,11,2,59
2018,1720.0,62951.0,15949,4.0,2.4,185.0,178.0,,,19,2,6,3,4,5,2,59
2017,1325.0,91125.0,15949,4.0,2.0,248.0,258.0,33.0,23.0,3,2,6,3,4,9,0,30
2021,872.0,21209.0,23999,4.0,2.0,212.0,232.0,47.0,48.0,14,2,6,3,5,11,2,23
2021,1885.0,17747.0,39080,6.0,3.5,311.0,280.0,28.0,20.0,21,2,6,0,4,9,3,55
2021,2173.0,38434.0,24799,4.0,2.0,235.0,258.0,24.0,21.0,38,2,7,3,4,9,2,0
2017,1236.0,75207.0,18699,4.0,2.0,275.0,295.0,31.0,22.0,7,2,1,3,4,9,3,57
2021,1252.0,36004.0,17799,4.0,1.5,170.0,203.0,30.0,25.0,7,2,7,3,4,5,0,0
2021,880.0,20041.0,26199,4.0,2.5,203.0,184.0,33.0,27.0,37,2,7,3,4,9,0,0
2022,2436.0,14092.0,23949,4.0,2.7,310.0,348.0,22.0,19.0,7,2,8,3,4,9,3,59
2021,1042.0,39580.0,52449,6.0,3.0,355.0,365.0,24.0,19.0,20,2,7,3,6,9,1,32
2020,1361.0,58870.0,22949,4.0,2.0,248.0,273.0,28.0,22.0,2,2,7,3,4,7,0,31
2018,1236.0,44037.0,19449,4.0,2.0,275.0,295.0,31.0,22.0,7,2,1,3,4,9,3,57
2020,883.0,75544.0,19949,4.0,2.5,203.0,184.0,39.0,28.0,37,2,6,3,4,9,2,59
2020,1487.0,46153.0,18949,4.0,2.5,170.0,175.0,33.0,26.0,28,2,2,3,4,11,2,0
2020,1248.0,49537.0,16949,4.0,1.5,160.0,184.0,36.0,29.0,7,2,6,3,4,11,2,59
2019,2102.0,33541.0,12449,0.0,,,,,,37,2,6,4,2,1,2,59
2014,1221.0,65392.0,7449,0.0,,,,,,7,2,3,4,1,1,2,19
2018,1512.0,66673.0,12949,4.0,1.8,,,,,28,2,6,3,4,13,2,59
2018,872.0,72326.0,20293,4.0,2.0,212.0,232.0,47.0,47.0,14,2,6,3,5,11,2,23
2019,2092.0,40205.0,19449,4.0,1.8,141.0,127.0,34.0,28.0,14,2,2,3,4,11,2,0
2018,1575.0,36240.0,20949,4.0,2.5,184.0,185.0,,,25,2,3,3,4,13,2,58
2020,1516.0,73168.0,13949,4.0,1.6,122.0,114.0,40.0,32.0,28,2,6,3,4,11,2,59
2018,1491.0,78126.0,13949,6.0,3.5,284.0,259.0,27.0,20.0,28,2,7,0,4,11,2,0
