year,modelId,mileageUnformatted,priceUnformatted,cylinder_engine,size_engine,horsepower_engine,torque_engine,highway_mpg,city_mpg,make,condition,bodyStyle,configuration_engine,type_engine,name_transmission,drivenWheels,market_categories
2022,1087.0,36957.0,29700,4.0,2.5,182.0,176.0,33.0,26.0,35,0,2,2,4,11,0,0
2021,1087.0,46572.0,28935,4.0,2.4,260.0,277.0,30.0,23.0,35,0,2,2,4,11,0,0
2017,2031.0,121185.0,14999,4.0,2.0,268.0,258.0,27.0,20.0,35,2,6,2,4,6,0,57
2016,2076.0,136900.0,9995,4.0,2.4,178.0,174.0,29.0,24.0,32,2,4,3,4,10,2,59
2024,1087.0,,41783,4.0,2.4,260.0,277.0,26.0,21.0,35,1,2,2,4,11,0,0
2024,2233.0,,47791,4.0,2.4,260.0,277.0,25.0,19.0,35,1,7,2,4,11,0,0
2024,1090.0,,26433,4.0,2.0,152.0,145.0,34.0,27.0,35,1,9,2,4,11,0,19
2020,1056.0,24505.0,24798,4.0,2.4,185.0,178.0,27.0,21.0,15,2,7,3,4,9,0,0
2013,856.0,114648.0,14999,4.0,2.4,185.0,181.0,36.0,27.0,14,2,6,3,4,11,2,59
2016,2061.0,130845.0,14999,4.0,2.4,180.0,175.0,31.0,22.0,18,2,7,3,4,10,2,0
2022,856.0,22726.0,28998,4.0,2.0,252.0,273.0,32.0,22.0,14,2,6,3,4,0,2,57
2021,1190.0,47833.0,57598,6.0,3.5,450.0,510.0,20.0,16.0,22,2,7,0,4,0,1,55
2015,1491.0,113673.0,14999,6.0,3.5,260.0,240.0,27.0,20.0,28,2,7,0,4,11,2,0
2015,1496.0,123395.0,13999,6.0,3.5,260.0,240.0,28.0,21.0,28,2,7,0,4,11,2,0
2024,1245.0,,34075,3.0,1.3,155.0,174.0,29.0,26.0,7,1,7,3,4,10,0,0
2022,1252.0,24853.0,21388,4.0,1.5,170.0,203.0,31.0,26.0,7,2,7,3,4,5,2,0
2024,1512.0,4.0,19703,4.0,2.0,149.0,146.0,40.0,30.0,28,1,6,3,4,11,2,59
2016,1531.0,36015.0,23999,6.0,3.6,304.0,264.0,28.0,18.0,6,2,6,0,4,5,2,55
2024,1064.0,6.0,30754,4.0,2.5,187.0,178.0,32.0,25.0,15,1,7,3,4,9,2,0
2020,1056.0,78230.0,20657,4.0,2.0,235.0,260.0,27.0,20.0,15,2,7,3,4,9,2,0
2021,1066.0,29906.0,20999,4.0,2.5,191.0,181.0,37.0,27.0,15,2,6,3,4,9,2,59
2021,1066.0,21906.0,22569,4.0,1.6,180.0,195.0,37.0,27.0,15,2,6,3,4,9,2,59
2021,2369.0,38783.0,23999,4.0,1.6,180.0,195.0,,,19,2,6,3,4,9,4,59
2021,2263.0,25298.0,29455,4.0,2.0,169.0,151.0,37.0,29.0,21,2,2,3,4,11,2,31
2023,1058.0,47970.0,18025,4.0,2.0,147.0,132.0,40.0,30.0,15,2,6,3,4,11,2,59
2020,2144.0,53995.0,27004,6.0,3.8,311.0,293.0,,18.0,13,2,6,0,4,9,4,55
2020,2300.0,44952.0,31400,6.0,3.6,310.0,271.0,25.0,18.0,6,2,7,0,4,10,2,31
2024,1064.0,4.0,37551,4.0,2.5,187.0,178.0,32.0,25.0,15,1,7,3,4,9,2,0
2023,2304.0,14123.0,38050,6.0,3.8,291.0,262.0,27.0,19.0,15,2,7,0,4,9,2,2
2024,2536.0,10.0,45360,0.0,,,,,,15,1,6,4,1,1,0,57
2024,1064.0,,35071,4.0,2.5,187.0,178.0,28.0,23.0,15,1,7,3,4,9,0,0
2023,1056.0,10.0,32284,4.0,2.5,191.0,181.0,28.0,25.0,15,1,7,3,4,9,2,0
2024,2468.0,,34669,4.0,2.5,191.0,181.0,26.0,22.0,15,1,8,3,4,9,2,0
2017,1238.0,124117.0,13996,,,,,,,7,2,8,4,4,13,3,3
2014,1279.0,106682.0,17981,6.0,4.3,285.0,305.0,24.0,18.0,7,2,8,0,3,5,3,11
2024,1279.0,2.0,52295,4.0,2.7,310.0,430.0,20.0,15.0,7,1,8,3,4,9,1,3
2024,1279.0,2.0,56330,4.0,2.7,310.0,430.0,20.0,15.0,7,1,8,3,4,9,1,3
2024,1252.0,18.0,25595,4.0,1.5,175.0,203.0,31.0,26.0,7,1,7,3,4,5,2,0
2013,1729.0,59181.0,11000,4.0,2.4,176.0,168.0,27.0,20.0,19,2,7,3,4,5,0,0
2018,1472.0,61831.0,31988,8.0,6.4,485.0,475.0,25.0,15.0,9,2,6,0,4,9,3,20
2024,1512.0,9.0,19625,4.0,2.0,149.0,146.0,40.0,30.0,28,1,6,3,4,11,2,59
2023,2560.0,4.0,42136,0.0,,,,,,28,1,2,4,1,1,2,0
2023,2441.0,5964.0,50985,0.0,,,,,,11,2,8,4,1,1,1,59
2024,2371.0,14.0,32205,3.0,1.5,181.0,190.0,28.0,25.0,11,1,7,3,4,9,0,0
2018,1657.0,96242.0,16171,4.0,2.0,184.0,221.0,27.0,22.0,38,2,7,3,4,9,2,0
2024,1193.0,12.0,76450,6.0,3.0,400.0,415.0,24.0,17.0,22,1,7,0,4,0,0,32
2024,1193.0,12.0,86190,6.0,3.0,400.0,415.0,24.0,17.0,22,1,7,0,4,0,0,32
2024,1190.0,4.0,101064,6.0,3.5,440.0,510.0,22.0,16.0,22,1,7,0,4,0,1,55
2024,909.0,10.0,24028,4.0,2.0,169.0,151.0,41.0,32.0,37,1,6,3,4,11,2,59
2024,2563.0,10.0,48603,4.0,2.5,236.0,,41.0,42.0,37,1,6,3,5,11,0,23
2023,883.0,24597.0,24755,4.0,2.5,203.0,184.0,39.0,28.0,37,2,6,3,4,9,2,59
2023,2119.0,1.0,43206,4.0,2.5,219.0,,38.0,41.0,37,1,7,3,5,11,0,24
2024,2564.0,1.0,167316,3.0,1.6,300.0,273.0,28.0,21.0,37,1,3,3,4,6,0,8
2021,880.0,75936.0,22989,4.0,2.5,203.0,184.0,35.0,28.0,37,2,7,3,4,9,2,0
2023,957.0,3.0,55720,,,,,,,11,1,8,0,3,0,3,26
2023,957.0,3.0,53858,,,,,,,11,1,8,0,3,0,3,26
2023,957.0,3.0,67665,,,,,,,11,1,8,0,8,0,1,59
2024,957.0,12.0,54040,6.0,2.7,,,,,11,1,8,0,4,0,3,26
2023,957.0,736.0,59785,,,,,,,11,1,8,0,8,0,1,59
2024,1511.0,5.0,25687,4.0,2.5,188.0,180.0,39.0,27.0,28,1,6,3,4,11,2,59
2024,1511.0,5.0,30553,4.0,2.5,188.0,180.0,37.0,27.0,28,1,6,3,4,11,2,59
2024,1506.0,5.0,55310,8.0,5.6,400.0,413.0,,,28,1,8,0,4,10,1,59
2024,1506.0,5.0,55310,8.0,5.6,400.0,413.0,,,28,1,8,0,4,10,1,59
2024,1506.0,5.0,55310,8.0,5.6,400.0,413.0,,,28,1,8,0,4,10,1,59
2024,1506.0,5.0,46415,8.0,5.6,400.0,413.0,,,28,1,8,0,4,10,1,59
2024,1506.0,5.0,46415,8.0,5.6,400.0,413.0,,,28,1,8,0,4,10,1,59
2023,1501.0,43.0,39860,6.0,3.8,310.0,281.0,23.0,18.0,28,1,8,0,4,10,1,59
2023,1501.0,5.0,42891,6.0,3.8,310.0,281.0,23.0,18.0,28,1,8,0,4,10,1,59
2021,1487.0,63356.0,19500,4.0,2.5,181.0,181.0,34.0,26.0,28,0,2,3,4,11,2,0
2024,1491.0,5.0,38276,6.0,3.5,284.0,259.0,27.0,20.0,28,1,7,0,4,10,2,0
2024,1346.0,,75295,6.0,3.0,355.0,354.0,21.0,17.0,0,1,7,0,4,0,0,36
2024,1346.0,,60545,6.0,3.5,290.0,267.0,25.0,19.0,0,1,7,0,4,0,0,31
2024,1346.0,,56445,6.0,3.5,290.0,267.0,25.0,19.0,0,1,7,0,4,0,0,31
2022,2374.0,14188.0,28488,0.0,,,,,,29,2,6,4,1,1,0,51
2024,1349.0,,37545,4.0,1.5,200.0,192.0,36.0,29.0,0,1,3,3,4,11,2,44
2023,2060.0,,57595,6.0,3.0,355.0,354.0,24.0,19.0,0,1,6,0,4,0,0,37
2023,1341.0,,46445,4.0,2.0,272.0,280.0,27.0,22.0,0,1,7,3,4,0,2,32
2024,1341.0,,50495,4.0,2.0,272.0,280.0,26.0,21.0,0,1,7,3,4,0,0,32
2023,1341.0,,50195,4.0,2.0,272.0,280.0,27.0,21.0,0,1,7,3,4,0,0,31
2024,1346.0,,54845,6.0,3.5,290.0,267.0,26.0,19.0,0,1,7,0,4,0,2,31
2024,1346.0,,59945,6.0,3.5,290.0,267.0,25.0,19.0,0,1,7,0,4,0,0,31
2016,2052.0,117997.0,13849,4.0,2.0,200.0,207.0,28.0,20.0,2,2,7,3,4,5,0,31
2024,1511.0,5.0,28676,4.0,2.5,188.0,180.0,37.0,27.0,28,1,6,3,4,11,2,59
2024,1511.0,5.0,27743,4.0,2.5,188.0,180.0,37.0,27.0,28,1,6,3,4,11,2,59
2021,1506.0,45813.0,35975,8.0,5.6,400.0,413.0,,15.0,28,0,8,0,4,10,1,59
2024,1506.0,5.0,45811,8.0,5.6,400.0,413.0,21.0,15.0,28,1,8,0,4,10,3,59
2024,1501.0,5.0,41048,6.0,3.8,310.0,281.0,,18.0,28,1,8,0,4,10,1,59
2024,1512.0,5.0,22190,4.0,2.0,149.0,146.0,39.0,29.0,28,1,6,3,4,11,2,59
2024,1512.0,5.0,25063,4.0,2.0,149.0,146.0,39.0,29.0,28,1,6,3,4,11,2,59
2023,2248.0,24730.0,20812,4.0,1.6,122.0,114.0,36.0,31.0,28,2,2,3,4,11,2,19
2020,2233.0,62035.0,24786,4.0,2.4,260.0,277.0,27.0,21.0,35,2,7,2,4,11,0,0
2019,865.0,90709.0,22980,6.0,3.5,280.0,262.0,26.0,18.0,14,2,7,0,4,5,0,0
2023,1487.0,5.0,31061,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2023,1487.0,5.0,31198,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2024,1491.0,5.0,39045,6.0,3.5,284.0,259.0,27.0,20.0,28,1,7,0,4,10,2,0
2024,1491.0,5.0,37936,6.0,3.5,284.0,259.0,27.0,20.0,28,1,7,0,4,10,2,0
2013,1058.0,139521.0,5997,4.0,1.8,,,38.0,28.0,15,2,6,3,4,13,2,59
2020,1268.0,31646.0,32431,6.0,3.6,305.0,260.0,27.0,18.0,7,2,7,0,4,10,2,0
2024,1279.0,,47555,4.0,2.7,310.0,430.0,22.0,18.0,7,1,8,3,4,9,3,59
2022,2436.0,12924.0,51994,8.0,5.3,355.0,383.0,20.0,15.0,7,2,8,0,4,9,1,4
2022,2436.0,35048.0,29940,4.0,2.7,310.0,348.0,20.0,17.0,7,2,8,3,4,9,1,59
2021,1341.0,24798.0,29480,4.0,2.0,272.0,280.0,28.0,22.0,0,2,7,3,4,0,2,31
2024,1346.0,10.0,55745,6.0,3.5,290.0,267.0,26.0,19.0,0,1,7,0,4,0,2,31
2021,909.0,7857.0,18789,4.0,1.8,139.0,126.0,38.0,30.0,37,2,6,3,4,11,2,59
2024,1349.0,9.0,34695,4.0,1.5,200.0,192.0,37.0,30.0,0,1,3,3,4,11,2,44
2020,2060.0,43191.0,19515,4.0,2.4,206.0,182.0,33.0,23.0,0,2,6,3,4,9,2,30
2021,856.0,25758.0,24289,4.0,1.5,192.0,192.0,35.0,29.0,14,0,6,3,4,11,2,57
2021,1341.0,37174.0,26608,4.0,2.0,272.0,280.0,28.0,22.0,0,2,7,3,4,0,2,31
2021,1341.0,22485.0,28912,4.0,2.0,272.0,280.0,28.0,22.0,0,2,7,3,4,0,2,31
2024,1346.0,11.0,58545,6.0,3.5,290.0,267.0,25.0,19.0,0,1,7,0,4,0,0,31
2024,856.0,5.0,31460,4.0,1.5,192.0,192.0,37.0,29.0,14,1,6,3,4,11,2,59
2024,867.0,5.0,31280,4.0,1.5,190.0,179.0,34.0,28.0,14,1,7,3,4,11,2,0
2024,867.0,5.0,33790,4.0,1.5,190.0,179.0,34.0,28.0,14,1,7,3,4,11,2,0
2024,867.0,5.0,33335,4.0,1.5,190.0,179.0,34.0,28.0,14,1,7,3,4,11,2,0
2020,867.0,17747.0,25000,4.0,1.5,190.0,179.0,34.0,28.0,14,2,7,3,4,11,2,0
2024,2092.0,5.0,26405,4.0,2.0,158.0,138.0,32.0,26.0,14,1,2,3,4,11,2,0
2024,865.0,5.0,48295,6.0,3.5,285.0,262.0,27.0,19.0,14,1,7,0,4,0,2,2
2021,867.0,33097.0,24357,4.0,1.5,190.0,179.0,34.0,28.0,14,2,7,3,4,11,2,0
2022,867.0,25215.0,27953,4.0,1.5,190.0,179.0,32.0,27.0,14,2,7,3,4,11,0,0
2019,959.0,55667.0,18412,4.0,2.0,188.0,129.0,41.0,43.0,11,0,6,3,5,11,2,23
2024,2371.0,6.0,34497,3.0,1.5,181.0,190.0,28.0,25.0,11,1,7,3,4,9,0,0
2022,2367.0,51.0,65410,0.0,,,,,,11,1,7,4,1,1,0,22
2021,2205.0,32197.0,14672,3.0,1.0,123.0,125.0,29.0,27.0,11,2,2,3,4,5,2,0
2024,969.0,6.0,51082,8.0,5.0,,,23.0,14.0,11,1,1,0,4,6,3,20
2023,961.0,6.0,42807,4.0,2.3,300.0,310.0,28.0,21.0,11,1,7,3,4,0,3,0
2024,999.0,5.0,62319,,,,,,,11,1,8,4,8,13,4,59
2023,957.0,7.0,61295,,,,,,,11,1,8,0,3,0,1,59
2023,957.0,7.0,61295,,,,,,,11,1,8,0,3,0,1,59
2023,1279.0,3412.0,51997,8.0,5.3,355.0,383.0,20.0,16.0,7,2,8,0,4,0,1,4
2024,2463.0,26.0,33934,4.0,2.0,250.0,277.0,30.0,23.0,11,1,8,3,4,9,2,24
2024,1180.0,,110830,6.0,3.5,440.0,510.0,22.0,16.0,22,1,7,0,4,0,1,55
2024,957.0,,64464,,,,,,,11,1,8,0,8,0,1,26
2024,1279.0,4.0,39563,,,,,,,7,1,8,4,8,13,4,59
2022,1568.0,9855.0,25495,4.0,2.0,181.0,151.0,34.0,26.0,25,2,0,3,4,6,3,57
2020,969.0,64489.0,19995,4.0,2.3,310.0,350.0,28.0,20.0,11,2,0,3,4,6,3,57
2020,969.0,65092.0,19995,4.0,2.3,310.0,350.0,28.0,20.0,11,2,0,3,4,6,3,57
2021,1252.0,60732.0,17295,4.0,1.5,170.0,203.0,31.0,26.0,7,2,7,3,4,5,2,0
2023,1248.0,12312.0,22514,4.0,1.5,160.0,184.0,35.0,27.0,7,2,6,3,4,11,2,59
2021,1279.0,42727.0,48392,8.0,5.3,355.0,383.0,22.0,16.0,7,2,8,0,4,0,1,4
2020,1294.0,53282.0,20000,6.0,3.6,287.0,262.0,28.0,19.0,8,2,4,0,4,10,2,59
2017,969.0,22060.0,29346,8.0,5.0,435.0,400.0,25.0,15.0,11,2,1,0,4,6,3,57
2024,1279.0,10.0,62415,4.0,2.7,310.0,430.0,17.0,16.0,7,1,8,3,4,9,1,3
2024,1210.0,10.0,45470,6.0,3.6,308.0,270.0,26.0,18.0,7,1,7,0,4,10,0,2
2024,2060.0,5.0,51795,4.0,2.0,272.0,280.0,29.0,21.0,0,1,6,3,4,0,0,55
2014,1236.0,113570.0,12950,6.0,3.6,323.0,278.0,28.0,17.0,7,2,1,0,4,6,3,59
2023,2367.0,1663.0,38500,0.0,,,,,,11,2,7,4,1,1,3,19
2024,2468.0,10.0,42831,4.0,2.5,281.0,311.0,27.0,19.0,15,1,8,3,4,9,0,2
2020,1323.0,33908.0,27454,4.0,2.0,248.0,258.0,29.0,25.0,3,2,7,3,4,9,3,31
2021,1371.0,60572.0,33999,6.0,3.0,335.0,369.0,23.0,18.0,2,2,7,0,6,9,0,31
2023,856.0,12252.0,26499,4.0,1.5,192.0,192.0,37.0,29.0,14,2,6,3,4,11,2,59
2023,2309.0,6.0,45274,4.0,2.0,250.0,275.0,30.0,22.0,22,1,7,3,4,9,2,32
2020,1190.0,95362.0,41000,6.0,3.5,450.0,510.0,23.0,16.0,22,2,7,0,4,0,3,55
2024,1190.0,6.0,101064,6.0,3.5,440.0,510.0,22.0,16.0,22,1,7,0,4,0,1,55
2024,1511.0,5.0,26711,4.0,2.5,188.0,180.0,37.0,27.0,28,1,6,3,4,11,2,59
2024,1506.0,5.0,50924,8.0,5.6,400.0,413.0,,,28,1,8,0,4,10,1,59
2024,1506.0,5.0,47511,8.0,5.6,400.0,413.0,,,28,1,8,0,4,10,1,59
2024,1506.0,5.0,43703,8.0,5.6,400.0,413.0,21.0,15.0,28,1,8,0,4,10,3,59
2024,1506.0,5.0,44800,8.0,5.6,400.0,413.0,21.0,15.0,28,1,8,0,4,10,3,59
2024,1512.0,5.0,23076,4.0,2.0,149.0,146.0,39.0,29.0,28,1,6,3,4,11,2,59
2024,2248.0,5.0,22185,4.0,1.6,122.0,114.0,36.0,31.0,28,1,2,3,4,11,2,19
2024,2248.0,5.0,23714,4.0,1.6,122.0,114.0,36.0,31.0,28,1,2,3,4,11,2,19
2024,2248.0,5.0,25219,4.0,1.6,122.0,114.0,36.0,31.0,28,1,2,3,4,11,2,19
2023,1487.0,5.0,27617,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2023,1487.0,5.0,29295,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2023,886.0,14151.0,39988,4.0,2.4,265.0,310.0,29.0,22.0,37,2,7,3,4,9,2,0
2023,1487.0,5.0,31535,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2023,1487.0,5.0,28818,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2020,2156.0,29713.0,17000,0.0,,,,,,7,2,3,4,1,1,2,19
2020,2156.0,18241.0,17000,0.0,,,,,,7,2,3,4,1,1,2,19
2024,1254.0,11.0,73940,8.0,6.6,401.0,464.0,,,7,1,8,0,4,0,1,3
2024,1281.0,8.0,79850,8.0,6.6,401.0,464.0,,,7,1,8,0,4,0,1,3
2023,1238.0,6.0,51630,4.0,2.7,310.0,430.0,19.0,17.0,7,1,8,3,4,9,1,59
2017,2130.0,81259.0,31500,8.0,5.0,310.0,555.0,,,28,2,8,0,0,5,1,3
2024,1491.0,100.0,48496,6.0,3.5,284.0,259.0,27.0,21.0,28,1,7,0,4,10,1,2
2023,1487.0,5.0,32367,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2021,1248.0,65697.0,15788,4.0,1.5,160.0,184.0,36.0,29.0,7,2,6,3,4,11,2,59
2024,1497.0,5.0,37045,0.0,,,,,,28,1,3,4,1,1,2,19
2024,1506.0,5.0,55310,8.0,5.6,400.0,413.0,,,28,1,8,0,4,10,1,59
2024,1506.0,5.0,55310,8.0,5.6,400.0,413.0,,,28,1,8,0,4,10,1,59
2024,1501.0,5.0,46490,6.0,3.8,310.0,281.0,,18.0,28,1,8,0,4,10,1,59
2024,1512.0,5.0,22546,4.0,2.0,149.0,146.0,39.0,29.0,28,1,6,3,4,11,2,59
2024,1512.0,5.0,24211,4.0,2.0,149.0,146.0,38.0,30.0,28,1,6,3,4,11,2,59
2024,1496.0,5.0,38920,6.0,3.5,260.0,240.0,28.0,20.0,28,1,7,0,4,11,2,0
2023,1487.0,5.0,31086,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2023,1487.0,5.0,31086,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2023,1491.0,50.0,47315,6.0,3.5,284.0,259.0,27.0,21.0,28,1,7,0,4,10,2,2
2008,867.0,142720.0,8394,4.0,2.4,166.0,161.0,26.0,20.0,14,2,7,3,4,3,0,0
2024,1508.0,5.0,61454,8.0,5.6,400.0,413.0,18.0,13.0,28,1,7,0,4,7,1,59
2024,1508.0,5.0,69916,8.0,5.6,400.0,413.0,18.0,13.0,28,1,7,0,4,7,1,57
2020,1508.0,78561.0,23750,8.0,5.6,390.0,394.0,19.0,14.0,28,0,7,0,4,7,3,59
2023,1487.0,5.0,28957,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2023,1487.0,5.0,28957,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2023,1487.0,5.0,28818,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2017,1487.0,52973.0,16554,4.0,2.5,170.0,175.0,33.0,26.0,28,0,2,3,4,11,2,0
2024,1667.0,6.0,26983,4.0,1.5,158.0,184.0,40.0,29.0,38,1,6,3,4,9,2,59
2024,2066.0,6.0,39116,4.0,2.0,241.0,273.0,34.0,23.0,38,1,3,3,4,6,2,58
2021,2205.0,40401.0,17999,3.0,1.0,123.0,125.0,29.0,27.0,11,2,2,3,4,5,2,0
2023,998.0,15124.0,39950,4.0,2.0,162.0,144.0,26.0,24.0,11,2,4,3,3,9,2,11
2024,898.0,5.0,31937,4.0,2.5,208.0,,47.0,44.0,37,1,6,3,5,11,2,29
2022,1276.0,39765.0,54999,8.0,5.3,355.0,383.0,20.0,15.0,7,2,7,0,4,0,1,4
2024,1506.0,9.0,55310,8.0,5.6,400.0,413.0,,,28,1,8,0,4,10,1,59
2024,1512.0,9.0,24867,4.0,2.0,149.0,146.0,38.0,30.0,28,1,6,3,4,11,2,59
2024,1512.0,,24716,4.0,2.0,149.0,146.0,38.0,30.0,28,1,6,3,4,11,2,59
2024,1512.0,4.0,25418,4.0,2.0,149.0,146.0,38.0,30.0,28,1,6,3,4,11,2,59
2024,1491.0,1.0,35504,6.0,3.5,284.0,259.0,27.0,20.0,28,1,7,0,4,10,2,0
2023,2560.0,1.0,53027,0.0,,,,,,28,1,2,4,1,1,2,0
2024,975.0,14.0,30330,3.0,1.5,180.0,199.0,34.0,27.0,11,1,7,3,4,9,2,0
2023,938.0,12.0,100170,6.0,3.0,418.0,440.0,16.0,15.0,11,1,7,0,4,0,1,59
2023,961.0,4085.0,41425,4.0,2.3,300.0,310.0,28.0,21.0,11,1,7,3,4,0,3,0
2021,1058.0,48226.0,18990,4.0,2.0,147.0,132.0,41.0,31.0,15,2,6,3,4,11,2,59
2018,1491.0,33137.0,23871,6.0,3.5,284.0,259.0,27.0,20.0,28,2,7,0,4,11,2,0
2020,1415.0,72314.0,23660,6.0,3.6,293.0,260.0,26.0,19.0,18,2,7,0,4,9,3,2
2022,2252.0,20965.0,52231,6.0,3.5,380.0,470.0,21.0,16.0,11,2,7,0,4,0,1,59
2024,2173.0,8511.0,35650,4.0,2.0,269.0,273.0,27.0,20.0,38,2,7,3,4,9,2,0
2023,865.0,31479.0,36997,6.0,3.5,285.0,262.0,27.0,19.0,14,0,7,0,4,0,2,0
2021,2060.0,32466.0,29398,4.0,2.0,272.0,280.0,31.0,22.0,0,2,6,3,4,0,2,30
2023,1472.0,4106.0,29980,6.0,3.6,292.0,260.0,30.0,19.0,9,2,6,0,4,9,3,57
2021,1440.0,26317.0,26998,6.0,3.6,303.0,268.0,30.0,19.0,9,2,1,0,4,9,3,57
2024,867.0,473.0,32629,4.0,1.5,190.0,179.0,34.0,28.0,14,2,7,3,4,11,2,0
2019,2092.0,35819.0,22749,4.0,1.8,141.0,127.0,34.0,28.0,14,0,2,3,4,11,2,0
2023,1279.0,2.0,44415,4.0,2.7,310.0,430.0,21.0,18.0,7,1,8,3,4,9,1,3
2023,975.0,1820.0,34865,4.0,2.0,250.0,280.0,31.0,23.0,11,1,7,3,4,9,0,0
2024,2252.0,5.0,76300,6.0,3.5,400.0,480.0,22.0,16.0,11,1,7,0,4,0,1,57
2024,944.0,5.0,71795,6.0,3.5,400.0,480.0,23.0,17.0,11,1,7,0,4,0,3,57
2023,961.0,5.0,35240,4.0,2.3,300.0,310.0,28.0,21.0,11,1,7,3,4,0,3,0
2023,961.0,15.0,36790,4.0,2.3,300.0,310.0,28.0,21.0,11,1,7,3,4,0,3,0
2023,2325.0,5.0,55305,6.0,3.5,275.0,260.0,,,11,1,5,0,3,0,3,11
2023,957.0,5.0,46045,6.0,,,,,,11,1,8,0,8,0,3,59
2023,957.0,5.0,43625,6.0,,,,,,11,1,8,0,8,0,3,59
2023,957.0,130.0,83850,,,,,,,11,1,8,0,3,0,1,59
2023,957.0,6.0,55965,,,,,,,11,1,8,0,3,0,1,59
2023,957.0,25.0,68685,,,,,,,11,1,8,0,3,0,1,59
2023,2441.0,75.0,75085,0.0,,,,,,11,1,8,4,1,1,1,59
2024,1190.0,3.0,100944,6.0,3.5,440.0,510.0,22.0,16.0,22,1,7,0,4,0,1,55
2024,1190.0,12.0,118070,6.0,3.5,440.0,510.0,22.0,16.0,22,1,7,0,4,0,1,55
2023,911.0,10026.0,39667,4.0,2.5,245.0,,36.0,36.0,37,2,4,3,5,11,2,23
2024,969.0,13.0,30530,4.0,2.3,,,33.0,22.0,11,1,1,3,4,0,3,57
2023,961.0,15.0,40330,4.0,2.3,300.0,310.0,28.0,21.0,11,1,7,3,4,0,3,0
2024,999.0,6.0,87640,,,,,,,11,1,8,4,8,13,4,59
2024,999.0,12.0,91946,,,,,,,11,1,8,4,8,13,4,59
2024,985.0,12.0,89441,,,,,,,11,1,8,4,8,13,4,59
2024,1131.0,7.0,26400,,,,,,,12,1,7,4,8,13,4,59
2024,1512.0,,26780,4.0,2.0,149.0,146.0,38.0,30.0,28,1,6,3,4,11,2,59
2018,2248.0,99479.0,12988,4.0,1.6,125.0,115.0,36.0,31.0,28,2,2,3,4,11,2,19
2021,2258.0,63723.0,23998,6.0,3.6,305.0,269.0,25.0,17.0,32,2,8,0,4,9,3,59
2024,1123.0,,95935,8.0,6.6,470.0,975.0,,,12,1,8,0,0,0,1,3
2019,1501.0,86759.0,16988,6.0,4.0,261.0,281.0,,16.0,28,2,8,0,4,13,3,59
2023,2371.0,3297.0,31685,3.0,1.5,181.0,190.0,28.0,25.0,11,1,7,3,4,9,0,0
2020,1512.0,31112.0,17788,4.0,2.0,149.0,146.0,37.0,28.0,28,2,6,3,4,11,2,59
2023,2248.0,2213.0,21588,4.0,1.6,122.0,114.0,36.0,31.0,28,0,2,3,4,11,2,19
2022,1487.0,24059.0,23988,3.0,1.5,201.0,225.0,37.0,30.0,28,2,2,3,4,11,2,0
2023,1487.0,7.0,27107,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
2024,1491.0,6.0,40059,6.0,3.5,284.0,259.0,27.0,20.0,28,1,7,0,4,10,2,2
2023,2560.0,7.0,42166,0.0,,,,,,28,1,2,4,1,1,2,0
2023,1579.0,15916.0,61999,8.0,5.6,400.0,413.0,19.0,13.0,16,0,7,0,4,7,1,30
2021,876.0,66252.0,25000,4.0,2.5,219.0,,37.0,40.0,37,2,2,3,5,11,0,24
2019,975.0,61577.0,20791,4.0,2.0,245.0,275.0,27.0,20.0,11,2,7,3,4,5,0,2
2023,2156.0,6.0,32180,0.0,,,,,,7,1,3,4,1,1,2,19
2023,1270.0,347.0,85313,8.0,6.2,490.0,465.0,24.0,16.0,7,2,1,0,4,9,3,20
2019,1145.0,103830.0,28800,8.0,5.3,355.0,383.0,23.0,17.0,12,2,8,0,4,9,3,59
2024,1512.0,7.0,20745,4.0,2.0,149.0,146.0,39.0,29.0,28,1,6,3,4,11,2,59
2024,1512.0,,23505,4.0,2.0,149.0,146.0,39.0,29.0,28,1,6,3,4,11,2,59
2021,1236.0,30342.0,41991,8.0,6.2,455.0,455.0,24.0,16.0,7,2,1,0,4,6,3,20
2021,1254.0,20520.0,47899,8.0,6.6,401.0,464.0,,,7,2,8,0,4,5,1,3
2024,1279.0,1.0,46945,4.0,2.7,310.0,430.0,22.0,18.0,7,1,8,3,4,9,3,59
