year,make,condition,modelId,bodyStyle,mileageUnformatted,priceUnformatted,cylinder_engine,size_engine,configuration_engine,horsepower_engine,torque_engine,type_engine,name_transmission,drivenWheels,market_categories,highway_mpg,city_mpg,segment
2022,Nissan,used,1511.0,sedan,40594.0,15399,4.0,2.5,inline,188.0,180.0,gas,Continuously Variable,FWD,,37.0,27.0,2
2020,Chevrolet,used,1279.0,truck,93733.0,25599,4.0,2.7,inline,310.0,348.0,gas,8A,AWD,Diesel,22.0,19.0,3
2023,Kia,used,1737.0,crossover,15204.0,16450,4.0,2.0,inline,147.0,132.0,gas,Continuously Variable,FWD,,33.0,28.0,2
2021,Toyota,used,883.0,sedan,68219.0,18499,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,,39.0,28.0,2
2018,Mercedes-Benz,used,1018.0,sedan,59178.0,20788,4.0,2.0,inline,241.0,273.0,gas,9A,RWD,Luxury,33.0,24.0,2
2020,Volkswagen,used,1667.0,sedan,18768.0,16949,4.0,1.4,inline,147.0,184.0,gas,8A,FWD,,40.0,30.0,2
2019,Chevrolet,used,1204.0,passenger_cargo_van,69317.0,27699,6.0,4.3,V,276.0,298.0,gas,8A,RWD,"Flex Fuel,Diesel",,,3
2021,Chevrolet,used,1279.0,truck,48333.0,41599,8.0,5.3,V,355.0,383.0,gas,10A,AWD,,21.0,16.0,4
2020,Honda,used,862.0,sedan,31450.0,17999,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,,38.0,30.0,2
2021,Alfa Romeo,used,2212.0,crossover,20136.0,23999,4.0,2.0,inline,280.0,306.0,gas,8A,RWD,"Luxury,Crossover,Performance",29.0,22.0,2
2022,Tesla,used,2217.0,sedan,21914.0,33799,0.0,,,,,electric,1D,RWD,"Luxury,Performance",,,3
2021,Toyota,used,880.0,suv,64763.0,21726,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,Crossover,35.0,28.0,2
2021,BMW,used,1322.0,suv,54376.0,36199,6.0,3.0,inline,335.0,331.0,mild hybrid,8A,RWD,"Luxury,Crossover,Performance",26.0,21.0,3
2021,Toyota,used,876.0,crossover,6001.0,31199,4.0,2.5,inline,219.0,,hybrid,Continuously Variable,AWD,"Hybrid,Crossover",37.0,40.0,3
2016,BMW,used,1336.0,sedan,65136.0,27267,6.0,3.0,inline,320.0,330.0,gas,8A,RWD,"Luxury,Performance",29.0,21.0,3
2016,Dodge,used,1418.0,minivan,110900.0,9449,6.0,3.6,V,283.0,260.0,flex-fuel (FFV),6A,FWD,Flex Fuel,25.0,17.0,1
2019,Kia,used,2200.0,sedan,95901.0,22999,6.0,3.3,V,365.0,376.0,gas,8A,,High-Performance,25.0,17.0,2
2018,Ford,used,963.0,sedan,67162.0,11599,3.0,1.0,inline,123.0,123.0,gas,6M,FWD,,40.0,30.0,1
2022,Nissan,used,1511.0,sedan,2147.0,19499,4.0,2.5,inline,188.0,180.0,gas,Continuously Variable,FWD,,37.0,27.0,2
2012,Honda,used,867.0,suv,90354.0,13979,4.0,2.4,inline,185.0,163.0,gas,5A,FWD,Crossover,31.0,23.0,2
2019,Nissan,used,1512.0,sedan,62506.0,12162,4.0,1.8,inline,,,gas,,FWD,,,,1
2020,Honda,used,856.0,sedan,45660.0,21999,4.0,1.5,inline,192.0,192.0,gas,Continuously Variable,FWD,Performance,35.0,29.0,2
2012,Audi,used,1386.0,sedan,63485.0,12299,4.0,2.0,inline,211.0,258.0,gas,Continuously Variable,FWD,Luxury,33.0,25.0,1
2013,Honda,used,862.0,sedan,104309.0,10699,4.0,1.8,inline,140.0,128.0,gas,5A,FWD,,39.0,28.0,1
2015,Dodge,used,1430.0,sedan,65704.0,10549,4.0,2.0,inline,160.0,148.0,gas,6M,FWD,,36.0,25.0,1
2020,Toyota,used,883.0,sedan,90382.0,18999,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,,39.0,28.0,2
2021,Toyota,used,909.0,sedan,32609.0,19199,4.0,2.0,inline,169.0,151.0,gas,Continuously Variable,FWD,,,31.0,2
2015,BMW,used,1325.0,sedan,73981.0,12085,4.0,2.0,inline,180.0,200.0,gas,8A,RWD,Luxury,36.0,24.0,1
2021,Alfa Romeo,used,2180.0,sedan,16094.0,23999,4.0,2.0,inline,280.0,306.0,gas,8A,RWD,"Luxury,Performance",33.0,24.0,2
2022,Honda,used,856.0,sedan,1458.0,27399,4.0,2.0,inline,252.0,273.0,gas,10A,FWD,Performance,32.0,22.0,3
2019,Ram,used,1711.0,truck,64554.0,31495,6.0,3.6,V,305.0,269.0,mild hybrid,8A,AWD,,24.0,19.0,3
2017,Honda,used,856.0,sedan,62047.0,19499,6.0,3.5,V,278.0,252.0,gas,6A,FWD,,33.0,21.0,2
2016,Toyota,used,898.0,sedan,60262.0,19699,4.0,2.5,inline,200.0,,hybrid,Continuously Variable,FWD,Hybrid,,,2
2018,Jeep,used,1412.0,suv,21616.0,17744,4.0,2.4,inline,180.0,175.0,gas,6A,FWD,Crossover,31.0,22.0,2
2019,Ram,used,2258.0,truck,74747.0,23999,6.0,3.6,V,305.0,269.0,gas,8A,RWD,,25.0,17.0,2
2017,Ford,used,969.0,convertible,74449.0,19699,4.0,2.3,inline,310.0,320.0,gas,6M,RWD,Performance,27.0,21.0,2
2020,Honda,used,862.0,sedan,37250.0,19599,4.0,1.5,inline,174.0,162.0,gas,Continuously Variable,FWD,Performance,42.0,32.0,2
2022,Honda,used,862.0,sedan,19952.0,20643,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,,40.0,31.0,2
2016,Cadillac,used,1525.0,sedan,83024.0,64999,8.0,6.2,V,640.0,630.0,gas,8A,RWD,"Luxury,Factory Tuner,High-Performance",21.0,14.0,6
2018,Dodge,used,1472.0,sedan,50369.0,18999,6.0,3.6,V,292.0,260.0,gas,8A,RWD,Performance,30.0,19.0,2
2014,Chevrolet,used,1269.0,sedan,67189.0,10199,6.0,3.6,V,300.0,262.0,flex-fuel (FFV),6A,FWD,Flex Fuel,30.0,18.0,1
2022,Toyota,used,2102.0,sedan,11847.0,23999,0.0,,,,,electric (fuel cell),Continuously Variable,RWD,,,,2
2015,Chevrolet,used,1236.0,coupe,44237.0,14949,6.0,3.6,V,323.0,278.0,gas,6A,RWD,,30.0,19.0,2
2018,Ford,used,975.0,suv,38580.0,13199,4.0,2.5,inline,168.0,170.0,gas,6A,FWD,Crossover,29.0,21.0,2
2016,Subaru,used,2031.0,sedan,41982.0,21308,4.0,2.0,flat,268.0,258.0,gas,6M,AWD,Performance,27.0,20.0,2
2019,Nissan,used,1516.0,sedan,40040.0,12199,4.0,1.6,inline,109.0,107.0,gas,,FWD,,,,1
2021,Toyota,used,880.0,suv,62576.0,22899,4.0,2.5,inline,203.0,184.0,gas,8A,AWD,Crossover,33.0,27.0,2
2020,Toyota,used,909.0,sedan,61088.0,16549,4.0,1.8,inline,139.0,126.0,gas,Continuously Variable,FWD,,38.0,30.0,2
2016,Ford,used,961.0,suv,76837.0,19399,6.0,3.5,V,290.0,255.0,flex-fuel (FFV),6A,FWD,"Flex Fuel,Crossover",24.0,17.0,2
2015,Buick,used,1939.0,sedan,20451.0,14999,4.0,2.4,inline,180.0,171.0,gas,6A,FWD,,32.0,21.0,2
2021,Chevrolet,used,1252.0,suv,24771.0,18199,4.0,1.5,inline,170.0,203.0,gas,6A,AWD,Crossover,30.0,25.0,2
2020,Honda,used,862.0,sedan,63461.0,22699,4.0,1.5,inline,205.0,192.0,gas,6M,FWD,"Factory Tuner,Performance",36.0,26.0,2
2020,Alfa Romeo,used,2212.0,crossover,13703.0,25899,4.0,2.0,inline,280.0,306.0,gas,8A,RWD,"Luxury,Crossover,Performance",29.0,22.0,3
2017,GMC,used,1133.0,suv,51804.0,19899,6.0,3.6,V,281.0,266.0,gas,6A,FWD,Crossover,22.0,15.0,2
2017,Kia,used,1723.0,sedan,30285.0,12099,4.0,2.0,inline,147.0,132.0,gas,,FWD,,,,1
2022,Kia,used,1736.0,suv,42722.0,22199,4.0,2.5,inline,191.0,181.0,gas,8A,FWD,Crossover,29.0,24.0,2
2018,Nissan,used,1511.0,sedan,59780.0,16999,4.0,2.5,inline,179.0,177.0,gas,Continuously Variable,FWD,,,,2
2016,Toyota,used,909.0,sedan,76856.0,14799,4.0,1.8,inline,132.0,128.0,gas,,FWD,,,,2
2020,Hyundai,used,2162.0,hatchback,91807.0,15999,4.0,1.6,inline,139.0,,hybrid,6A,FWD,"Hybrid,Hatchback",59.0,57.0,2
2018,Audi,used,1373.0,sedan,55581.0,20999,4.0,2.0,inline,252.0,273.0,gas,7A,AWD,"Luxury,Performance",34.0,24.0,2
2016,Infiniti,used,1617.0,sedan,76098.0,15949,6.0,3.0,V,300.0,295.0,gas,7A,RWD,"Luxury,Performance",,19.0,2
2020,Kia,used,1723.0,sedan,30419.0,15607,4.0,2.0,inline,147.0,132.0,gas,,FWD,,,,2
2013,Honda,used,856.0,sedan,31641.0,17199,4.0,2.4,inline,189.0,182.0,gas,Continuously Variable,FWD,,35.0,26.0,2
2016,Chevrolet,used,1236.0,coupe,49050.0,21432,4.0,2.0,inline,275.0,295.0,gas,6M,RWD,Performance,30.0,21.0,2
2017,Ram,used,1711.0,truck,72540.0,31099,8.0,5.7,V,395.0,410.0,gas,8A,RWD,,22.0,15.0,3
2022,Kia,used,2200.0,sedan,36813.0,29499,4.0,2.5,inline,300.0,311.0,gas,8A,,Performance,,,3
2018,BMW,used,1327.0,suv,31853.0,18449,4.0,2.0,inline,228.0,258.0,gas,8A,AWD,"Luxury,Crossover",31.0,22.0,2
2023,Nissan,used,1511.0,sedan,10915.0,22599,4.0,2.5,inline,188.0,180.0,gas,Continuously Variable,FWD,,37.0,27.0,2
2022,Hyundai,used,1058.0,sedan,43201.0,17494,4.0,2.0,inline,147.0,132.0,gas,Continuously Variable,FWD,,41.0,31.0,2
2020,Alfa Romeo,used,2180.0,sedan,12107.0,20999,4.0,2.0,inline,280.0,306.0,gas,8A,RWD,"Luxury,Performance",33.0,24.0,2
2022,Toyota,used,909.0,sedan,32999.0,20348,4.0,2.0,inline,169.0,151.0,gas,Continuously Variable,FWD,,,31.0,2
2019,Dodge,used,1440.0,coupe,50770.0,27299,8.0,5.7,V,375.0,410.0,gas,6M,RWD,High-Performance,23.0,15.0,3
2020,Dodge,used,1440.0,coupe,73128.0,17599,6.0,3.6,V,305.0,268.0,gas,8A,RWD,Performance,30.0,19.0,2
2019,Volvo,used,1774.0,suv,26145.0,35449,4.0,2.0,inline,316.0,295.0,gas,8A,AWD,"Luxury,Crossover",26.0,19.0,3
2020,Jeep,used,2061.0,suv,23047.0,18517,4.0,2.4,inline,180.0,175.0,gas,9A,FWD,Crossover,30.0,22.0,2
2012,Dodge,used,1440.0,coupe,62218.0,23628,8.0,6.4,V,470.0,470.0,gas,6M,RWD,"Factory Tuner,High-Performance",23.0,14.0,2
2017,Kia,used,1736.0,suv,55782.0,15199,4.0,2.4,inline,185.0,178.0,gas,6A,FWD,Crossover,28.0,21.0,2
2024,Ford,new,999.0,truck,,105995,,,,,,,,,,,,
2024,Hyundai,new,1064.0,suv,5.0,36085,4.0,2.5,inline,187.0,178.0,gas,8A,FWD,Crossover,32.0,25.0,3
2024,Hyundai,new,2409.0,suv,5.0,38520,4.0,1.6,inline,226.0,258.0,hybrid,6A,AWD,"Hybrid,Crossover",36.0,37.0,4
2024,Hyundai,new,2536.0,sedan,25.0,51800,0.0,,,,,electric,1D,RWD,,,,5
2020,Chevrolet,certified pre-owned,1236.0,convertible,46642.0,24999,4.0,2.0,inline,275.0,295.0,gas,6M,RWD,Performance,30.0,20.0,2
2019,Ram,used,1715.0,truck,70597.0,54999,8.0,6.4,V,410.0,429.0,gas,8A,AWD,Diesel,,,5
2023,Hyundai,new,1056.0,suv,6.0,40422,4.0,2.5,inline,281.0,311.0,gas,8A,FWD,Crossover,28.0,22.0,4
2024,Toyota,new,909.0,sedan,5.0,23878,4.0,2.0,inline,169.0,151.0,gas,Continuously Variable,FWD,,41.0,32.0,2
2024,Toyota,new,2292.0,sedan,5.0,29397,4.0,1.8,inline,138.0,105.0,hybrid,Continuously Variable,FWD,Hybrid,,,3
2024,Ford,new,973.0,truck,3.0,64470,,,,,,,,,,,,6
2023,Ford,new,980.0,truck,594.0,39834,4.0,2.3,inline,270.0,310.0,gas,10A,AWD,,24.0,20.0,4
2024,Chevrolet,new,1270.0,coupe,2.0,85770,8.0,6.2,V,490.0,465.0,gas,8A,RWD,High-Performance,25.0,16.0,7
2020,Chevrolet,used,1254.0,truck,96792.0,39550,8.0,6.6,V,401.0,464.0,gas,6A,AWD,,,,4
2024,Honda,new,865.0,suv,1.0,46672,6.0,3.5,V,285.0,262.0,gas,10A,AWD,"Crossover,Performance",25.0,19.0,4
2023,Honda,new,860.0,truck,1.0,43610,6.0,3.5,V,280.0,262.0,gas,9A,AWD,Crossover,24.0,18.0,4
2024,Honda,new,2352.0,suv,1.0,39175,4.0,2.0,inline,204.0,,hybrid,Electrically Variable,AWD,"Hybrid,Crossover",34.0,40.0,4
2024,Honda,new,872.0,sedan,8.0,40090,4.0,2.0,inline,204.0,,hybrid,Electrically Variable,FWD,Hybrid,41.0,46.0,4
2024,Honda,new,2092.0,crossover,1.0,28178,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,AWD,Crossover,30.0,25.0,3
2024,Honda,new,867.0,suv,8.0,35463,4.0,1.5,inline,190.0,179.0,gas,Continuously Variable,AWD,Crossover,32.0,27.0,3
2023,Ford,new,2441.0,truck,28.0,50708,0.0,,,,,electric,1D,AWD,,,,5
2023,Ford,new,2441.0,truck,3.0,50708,0.0,,,,,electric,1D,AWD,,,,5
2023,Ford,new,2441.0,truck,3.0,49671,0.0,,,,,electric,1D,AWD,,,,4
2023,Chevrolet,new,1279.0,truck,2.0,53274,4.0,2.7,inline,310.0,430.0,gas,8A,AWD,Diesel,21.0,18.0,5
2023,Ford,new,2371.0,suv,877.0,32585,3.0,1.5,inline,181.0,190.0,gas,8A,AWD,Crossover,28.0,25.0,3
2022,Chevrolet,used,2436.0,truck,31409.0,38729,4.0,2.7,inline,310.0,348.0,gas,8A,AWD,Diesel,20.0,17.0,4
2024,Chevrolet,new,1252.0,suv,2.0,28930,4.0,1.5,inline,175.0,203.0,gas,6A,FWD,Crossover,31.0,26.0,3
2024,Chevrolet,new,1210.0,suv,2.0,33860,4.0,2.0,inline,228.0,258.0,gas,9A,FWD,Crossover,29.0,22.0,3
2023,Toyota,certified pre-owned,911.0,minivan,,41986,4.0,2.5,inline,245.0,,hybrid,Continuously Variable,FWD,Hybrid,36.0,36.0,4
2024,Chevrolet,new,1279.0,truck,2.0,40805,,,,,,,,,,,,4
2024,Toyota,new,886.0,suv,5.0,50902,4.0,2.4,inline,265.0,310.0,gas,8A,AWD,Crossover,28.0,21.0,5
2024,Toyota,new,894.0,truck,5.0,62106,6.0,3.5,V,389.0,479.0,gas,10A,RWD,,23.0,18.0,5
2023,Ford,new,2441.0,truck,3960.0,72191,0.0,,,,,electric,1D,AWD,,,,6
2020,Ford,used,999.0,truck,60312.0,50906,8.0,,V,,,,,AWD,,,,5
2024,Chevrolet,new,1276.0,suv,2.0,73580,,,,,,,,,,,,6
2024,Chevrolet,new,1276.0,suv,2.0,73580,,,,,,,,,,,,6
2024,Chevrolet,new,1279.0,truck,2.0,49680,,,,,,,,,,,,4
2024,Toyota,new,2292.0,sedan,5.0,25278,4.0,1.8,inline,138.0,105.0,hybrid,Continuously Variable,FWD,Hybrid,,,3
2024,Toyota,new,2119.0,suv,5.0,41867,4.0,2.5,inline,219.0,,hybrid,Continuously Variable,AWD,"Hybrid,Crossover",38.0,41.0,4
2019,Toyota,certified pre-owned,880.0,suv,61238.0,26960,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,Crossover,35.0,26.0,3
2020,GMC,used,1123.0,truck,72572.0,52901,8.0,6.6,V,401.0,464.0,gas,6A,AWD,Diesel,,,5
2024,Hyundai,new,1064.0,suv,220.0,30395,4.0,2.5,inline,187.0,178.0,gas,8A,FWD,Crossover,32.0,25.0,3
2023,Hyundai,new,2438.0,sedan,6.0,31010,4.0,1.6,inline,139.0,195.0,hybrid,6A,FWD,Hybrid,52.0,49.0,3
2021,Hyundai,used,1056.0,suv,31647.0,23999,4.0,2.5,inline,191.0,181.0,gas,8A,FWD,Crossover,28.0,25.0,2
2018,Ford,used,969.0,convertible,63939.0,19543,4.0,2.3,inline,310.0,350.0,gas,6M,RWD,Performance,28.0,20.0,2
2024,Chevrolet,new,1279.0,truck,2.0,43125,,,,,,,,,,,,4
2021,Jeep,used,1412.0,suv,64859.0,19755,4.0,2.4,inline,180.0,175.0,gas,9A,AWD,Crossover,30.0,22.0,2
2021,Kia,used,1729.0,suv,65739.0,18997,4.0,2.4,inline,181.0,175.0,gas,6A,AWD,Crossover,26.0,22.0,2
2012,Nissan,used,1490.0,suv,129285.0,13310,6.0,4.0,V,261.0,281.0,gas,,AWD,,20.0,,2
2024,Nissan,new,1512.0,sedan,4.0,23376,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,39.0,29.0,2
2024,Chevrolet,new,1254.0,truck,2.0,88390,8.0,6.6,V,401.0,464.0,gas,10A,AWD,Diesel,,,8
2020,Ford,used,961.0,suv,43492.0,26500,4.0,2.3,inline,300.0,310.0,gas,10A,RWD,Crossover,28.0,21.0,3
2024,Ford,new,999.0,truck,3.0,92510,,,,,,,,,,,,8
2021,Ford,used,957.0,truck,76488.0,23199,6.0,,V,,,,10A,RWD,"Hybrid,Flex Fuel,Diesel",,20.0,2
2019,Chevrolet,used,1276.0,suv,35954.0,30999,8.0,5.3,V,355.0,383.0,flex-fuel (FFV),6A,RWD,"Flex Fuel,Performance",22.0,15.0,3
2022,Chrysler,used,1297.0,minivan,38981.0,24995,6.0,3.6,V,287.0,262.0,gas,9A,FWD,Performance,28.0,19.0,2
2014,BMW,used,1322.0,suv,90615.0,17495,8.0,4.4,V,445.0,479.0,gas,8A,AWD,"Luxury,Crossover,Performance",22.0,14.0,2
2018,Subaru,used,1083.0,coupe,69063.0,21999,4.0,2.0,flat,205.0,156.0,gas,6M,RWD,Performance,29.0,21.0,2
2021,Chevrolet,used,1198.0,hatchback,33422.0,10799,4.0,1.4,inline,98.0,94.0,gas,Continuously Variable,FWD,Hatchback,38.0,30.0,1
2021,Mercedes-Benz,used,2082.0,suv,61172.0,24498,4.0,2.0,inline,221.0,258.0,gas,8A,FWD,"Luxury,Crossover",34.0,25.0,2
2017,BMW,used,1327.0,suv,74888.0,15499,4.0,2.0,inline,228.0,258.0,gas,8A,AWD,"Luxury,Crossover",31.0,22.0,2
2020,Mercedes-Benz,used,1020.0,sedan,52054.0,23997,4.0,2.0,inline,221.0,258.0,gas,7A,FWD,Luxury,35.0,25.0,2
2022,Lexus,used,1889.0,sedan,17384.0,30799,6.0,3.5,V,302.0,267.0,gas,8A,FWD,"Luxury,Performance",32.0,22.0,3
2019,Hyundai,used,1064.0,suv,66954.0,12998,4.0,2.0,inline,164.0,151.0,gas,6A,FWD,Crossover,30.0,23.0,2
2020,Ford,used,975.0,suv,63855.0,15595,4.0,2.0,inline,250.0,275.0,gas,8A,AWD,Crossover,31.0,23.0,2
2021,Ram,used,2258.0,truck,60759.0,27489,6.0,3.6,V,305.0,269.0,gas,8A,AWD,,23.0,16.0,3
2019,Jaguar,used,2251.0,suv,26136.0,30999,,,,,,,,,,,,3
2020,Chevrolet,used,1238.0,truck,91715.0,16995,4.0,2.5,inline,200.0,191.0,gas,6A,AWD,,24.0,19.0,2
2019,GMC,used,1122.0,suv,55462.0,36699,8.0,5.3,V,355.0,383.0,gas,6A,RWD,Performance,22.0,15.0,3
2019,Mercedes-Benz,used,1018.0,sedan,67073.0,20997,4.0,2.0,inline,255.0,273.0,gas,9A,RWD,Luxury,34.0,23.0,2
2019,Lexus,used,2263.0,crossover,92313.0,20399,4.0,2.0,inline,169.0,151.0,gas,Continuously Variable,FWD,"Luxury,Crossover",37.0,29.0,2
2020,Hyundai,used,2273.0,coupe,21639.0,23299,4.0,2.0,inline,250.0,260.0,gas,6M,FWD,"Factory Tuner,Performance,Hatchback",29.0,22.0,2
2014,Mercedes-Benz,used,1020.0,sedan,,15949,4.0,2.0,inline,208.0,258.0,gas,7A,FWD,Luxury,38.0,26.0,2
2022,Mercedes-Benz,used,1030.0,sedan,31159.0,37499,4.0,2.0,inline,255.0,273.0,gas,9A,RWD,Luxury,31.0,23.0,3
2018,Toyota,used,909.0,sedan,27519.0,16999,4.0,1.8,inline,132.0,128.0,gas,,FWD,,,,2
2017,Toyota,used,2158.0,hatchback,32310.0,17399,4.0,1.8,inline,137.0,126.0,gas,,FWD,Hatchback,,,2
2016,Mercedes-Benz,used,1018.0,sedan,74757.0,19295,4.0,2.0,inline,241.0,273.0,gas,7A,RWD,Luxury,34.0,25.0,2
2021,Toyota,used,883.0,sedan,85325.0,17399,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,,39.0,28.0,2
2020,Honda,used,862.0,sedan,34076.0,19199,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,,37.0,29.0,2
2018,Ford,used,959.0,sedan,116477.0,12499,4.0,2.0,inline,188.0,129.0,hybrid,Continuously Variable,FWD,Hybrid,41.0,43.0,1
2021,Tesla,used,2357.0,crossover,35013.0,36599,0.0,,,,,electric,1D,AWD,"Luxury,High-Performance,Crossover",,,3
2018,Honda,used,862.0,coupe,75329.0,19499,4.0,1.5,inline,205.0,192.0,gas,6M,FWD,"Factory Tuner,Performance",38.0,28.0,2
2010,Honda,used,867.0,suv,70830.0,13013,4.0,2.4,inline,180.0,161.0,gas,5A,AWD,Crossover,27.0,21.0,2
2019,Chevrolet,used,1236.0,coupe,64496.0,35799,8.0,6.2,V,455.0,455.0,gas,6M,RWD,High-Performance,24.0,16.0,3
2018,Hyundai,used,1056.0,suv,68478.0,16499,6.0,3.3,V,290.0,252.0,gas,6A,FWD,Crossover,25.0,18.0,2
2021,Kia,used,1723.0,sedan,18363.0,16999,4.0,2.0,inline,147.0,132.0,gas,Continuously Variable,FWD,,40.0,29.0,2
2021,Kia,used,2369.0,sedan,37010.0,22030,4.0,1.6,inline,180.0,195.0,gas,8A,,,,,2
2019,Toyota,used,885.0,hatchback,68099.0,18499,4.0,1.8,inline,121.0,,hybrid,Continuously Variable,FWD,"Hybrid,Hatchback",,,2
2020,Nissan,used,1512.0,sedan,58810.0,15799,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,39.0,29.0,2
2014,Audi,used,1373.0,sedan,46698.0,15989,4.0,2.0,inline,220.0,258.0,gas,Continuously Variable,FWD,Luxury,32.0,24.0,2
2021,Lexus,used,1893.0,sedan,32089.0,29999,4.0,2.0,inline,241.0,258.0,gas,8A,RWD,Luxury,31.0,21.0,3
2010,Toyota,used,909.0,sedan,63283.0,9799,4.0,1.8,inline,132.0,128.0,gas,,FWD,,,26.0,1
2022,Kia,used,1723.0,sedan,44635.0,15034,4.0,2.0,inline,147.0,132.0,gas,Continuously Variable,FWD,,,,2
2018,Honda,used,856.0,sedan,35952.0,21499,4.0,1.5,inline,192.0,192.0,gas,Continuously Variable,FWD,Performance,38.0,30.0,2
2002,Chrysler,used,1290.0,wagon,64358.0,5299,4.0,2.4,inline,150.0,162.0,gas,5M,FWD,,27.0,19.0,1
2021,Toyota,used,883.0,sedan,24355.0,21499,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,,39.0,28.0,2
2014,Hyundai,used,1066.0,sedan,60139.0,9499,4.0,2.4,inline,190.0,179.0,gas,6A,FWD,,35.0,24.0,1
2020,Land Rover,used,2090.0,suv,11535.0,25949,4.0,2.0,inline,246.0,269.0,gas,9A,AWD,"Luxury,Crossover",24.0,19.0,3
2022,Chevrolet,used,1238.0,truck,44251.0,28139,,,,,,gas,,RWD,,25.0,,3
2018,Toyota,used,906.0,truck,49167.0,32899,6.0,3.5,V,278.0,265.0,gas,,AWD,,,,3
2020,Chevrolet,used,1252.0,suv,30713.0,16899,4.0,1.5,inline,170.0,203.0,gas,6A,FWD,Crossover,31.0,26.0,2
2020,Chevrolet,used,2042.0,crossover,63953.0,13299,4.0,1.4,inline,138.0,148.0,gas,6A,FWD,Crossover,31.0,26.0,2
2020,Kia,used,1723.0,sedan,28417.0,16395,4.0,2.0,inline,147.0,132.0,gas,,FWD,,,,2
2019,Kia,used,1720.0,sedan,33911.0,15999,4.0,2.4,inline,185.0,178.0,gas,6A,FWD,,33.0,24.0,2
2018,Honda,used,862.0,sedan,24062.0,18899,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,,40.0,31.0,2
2018,Chevrolet,used,1236.0,coupe,49131.0,16999,4.0,2.0,inline,275.0,295.0,gas,8A,RWD,Performance,31.0,22.0,2
2023,Ford,new,2371.0,suv,588.0,28886,3.0,1.5,inline,181.0,190.0,gas,8A,AWD,Crossover,28.0,25.0,3
2024,Honda,new,872.0,sedan,15.0,36075,4.0,2.0,inline,204.0,,hybrid,Electrically Variable,FWD,Hybrid,41.0,46.0,3
2024,Chevrolet,new,1279.0,truck,3.0,53794,4.0,2.7,inline,310.0,430.0,gas,8A,RWD,Diesel,22.0,16.0,5
2024,Lincoln,new,1180.0,suv,5.0,102293,6.0,3.5,V,440.0,510.0,gas,10A,AWD,"Luxury,Performance",22.0,16.0,
2023,Ford,new,961.0,suv,5.0,38545,4.0,2.3,inline,300.0,310.0,gas,10A,RWD,Crossover,28.0,21.0,4
2024,Volkswagen,new,1657.0,suv,6.0,32266,4.0,2.0,inline,184.0,221.0,gas,8A,FWD,Crossover,30.0,23.0,3
2024,Volkswagen,new,2350.0,suv,6.0,50221,4.0,2.0,inline,269.0,273.0,gas,8A,AWD,"Crossover,Performance",26.0,19.0,5
2023,Volkswagen,new,2404.0,suv,6.0,36565,0.0,,,,,electric,1D,RWD,Crossover,,,3
2024,Honda,new,862.0,sedan,7.0,26645,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,,37.0,30.0,3
2019,Toyota,used,889.0,suv,52351.0,29500,6.0,3.5,V,306.0,,hybrid,Continuously Variable,AWD,"Hybrid,Crossover",27.0,29.0,3
2024,Toyota,new,2119.0,suv,9.0,41914,4.0,2.5,inline,219.0,,hybrid,Continuously Variable,AWD,"Hybrid,Crossover",38.0,41.0,4
2024,Toyota,new,2253.0,hatchback,4.0,28964,4.0,2.0,inline,169.0,151.0,gas,Continuously Variable,FWD,Hatchback,38.0,30.0,3
2020,Toyota,used,883.0,sedan,72937.0,22799,4.0,2.5,inline,206.0,186.0,gas,8A,FWD,,38.0,27.0,2
2022,Chrysler,used,1297.0,minivan,52423.0,25595,6.0,3.6,V,287.0,262.0,gas,9A,FWD,Performance,28.0,19.0,3
2024,Hyundai,new,2409.0,suv,10.0,36316,4.0,1.6,inline,226.0,258.0,hybrid,6A,AWD,"Hybrid,Crossover",36.0,37.0,3
2021,Land Rover,used,1039.0,suv,42506.0,61631,6.0,3.0,inline,395.0,406.0,mild hybrid,8A,AWD,"Luxury,Crossover,Performance",23.0,18.0,5
2020,Land Rover,used,1047.0,suv,28958.0,36982,6.0,3.0,V,340.0,332.0,gas,8A,AWD,"Luxury,Crossover,Performance",21.0,16.0,3
2019,Honda,certified pre-owned,862.0,sedan,53152.0,21800,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,,37.0,29.0,2
2020,Porsche,used,1882.0,sedan,58143.0,67500,6.0,2.9,V,440.0,405.0,gas,8A,AWD,"Luxury,High-Performance",26.0,18.0,6
2018,Honda,used,862.0,sedan,55326.0,24100,4.0,1.5,inline,205.0,192.0,gas,6M,FWD,"Factory Tuner,Performance",38.0,28.0,2
