vin,year,make,model,condition,modelId,bodyStyle,mileageUnformatted,priceUnformatted
3N1AB8BV4RY241717,2024,Nissan,Sentra,new,1512.0,sedan,4.0,19703
2G61S5S32G9154375,2016,Cadillac,XTS,used,1531.0,sedan,36015.0,23999
5NMJB3DE7RH365410,2024,Hyundai,Tucson,new,1064.0,suv,6.0,30754
5NMS53AA6LH208181,2020,Hyundai,Santa Fe,used,1056.0,suv,78230.0,20657
5NPEF4JA8MH094818,2021,Hyundai,Sonata,used,1066.0,sedan,29906.0,20999
5NPEJ4J26MH085381,2021,Hyundai,Sonata,used,1066.0,sedan,21906.0,22569
5XXG64J23MG077132,2021,Kia,K5,used,2369.0,sedan,38783.0,23999
JTHE3JBH9M2035361,2021,Lexus,UX 200,used,2263.0,crossover,25298.0,29455
KMHLS4AG7PU388305,2023,Hyundai,Elantra,used,1058.0,sedan,47970.0,18025
KMTFN4JE7LU340404,2020,Genesis,G80,used,2144.0,sedan,53995.0,27004
1GYKPCRS8LZ146215,2020,Cadillac,XT6,used,2300.0,suv,44952.0,31400
5NMJE3DE8RH367884,2024,Hyundai,Tucson,new,1064.0,suv,4.0,37551
KM8R24GE4PU614753,2023,Hyundai,Palisade,used,2304.0,suv,14123.0,38050
KMHM54AC7RA063490,2024,Hyundai,IONIQ 6,new,2536.0,sedan,10.0,45360
5NMJFCDE4RH372478,2024,Hyundai,Tucson,new,1064.0,suv,,35071
5NMS24AJ3PH649528,2023,Hyundai,Santa Fe,new,1056.0,suv,10.0,32284
5NTJC4DE6RH105099,2024,Hyundai,Santa Cruz,new,2468.0,truck,,34669
1GCGSCEN3H1289993,2017,Chevrolet,Colorado,used,1238.0,truck,124117.0,13996
1GCRCRECXEZ359915,2014,Chevrolet,Silverado 1500,used,1279.0,truck,106682.0,17981
1GCUDEE88RZ229410,2024,Chevrolet,Silverado 1500,new,1279.0,truck,2.0,52295
2GCUDEED9R1182135,2024,Chevrolet,Silverado 1500,new,1279.0,truck,2.0,56330
3GNAXHEG9RL189615,2024,Chevrolet,Equinox,new,1252.0,suv,18.0,25595
KNDPBCA20D7465336,2013,Kia,Sportage,used,1729.0,suv,59181.0,11000
2C3CDXGJ3JH169567,2018,Dodge,Charger,used,1472.0,sedan,61831.0,31988
3N1AB8BV1RY249211,2024,Nissan,Sentra,new,1512.0,sedan,9.0,19625
JN1BF0BA6PM410367,2023,Nissan,Ariya,new,2560.0,crossover,4.0,42136
1FTVW1EL4PWG15901,2023,Ford,F-150 Lightning,used,2441.0,truck,5964.0,50985
3VV3B7AX5JM038626,2018,Volkswagen,Tiguan,used,1657.0,suv,96242.0,16171
5LM5J7XC6RGL02384,2024,Lincoln,Aviator,new,1193.0,suv,12.0,76450
5LM5J9XC6RGL01280,2024,Lincoln,Aviator,new,1193.0,suv,12.0,86190
5LMJJ2LG5REL03130,2024,Lincoln,Navigator,new,1190.0,suv,4.0,101064
5YFB4MDE3RP125118,2024,Toyota,Corolla,new,909.0,sedan,10.0,24028
4T1G11AK8PU798361,2023,Toyota,Camry,used,883.0,sedan,24597.0,24755
4T3E6RFV6PU131077,2023,Toyota,RAV4 Hybrid,new,2119.0,suv,1.0,43206
JTNABAAE6RA009187,2024,Toyota,GR Corolla,new,2564.0,hatchback,1.0,167316
1FTEW1C58PFD21373,2023,Ford,F-150,new,957.0,truck,3.0,55720
1FTEW1C5XPKG11685,2023,Ford,F-150,new,957.0,truck,3.0,53858
1FTEW1E8XPFD15582,2023,Ford,F-150,new,957.0,truck,3.0,67665
1FTFW1ED3PFC44730,2023,Ford,F-150,new,957.0,truck,736.0,59785
1N6AA1ED7RN106378,2024,Nissan,Titan,new,1506.0,truck,5.0,55310
1N6ED1EK1PN669124,2023,Nissan,Frontier,new,1501.0,truck,43.0,39860
5N1AT3BA7MC768805,2021,Nissan,Rogue,certified pre-owned,1487.0,crossover,63356.0,19500
5J8YD8H84RL003190,2024,Acura,MDX,new,1346.0,suv,,75295
5J8YE1H06RL021351,2024,Acura,MDX,new,1346.0,suv,,60545
5J8YE1H44RL001182,2024,Acura,MDX,new,1346.0,suv,,56445
LPSED3KA9NL055899,2022,Polestar,2,used,2374.0,sedan,14188.0,28488
19UDE4H60RA018137,2024,Acura,Integra,new,1349.0,hatchback,,37545
19UUB7F94PA004262,2023,Acura,TLX,new,2060.0,sedan,,57595
5J8TC1H60PL008824,2023,Acura,RDX,new,1341.0,suv,,46445
5J8TC2H6XRL007902,2024,Acura,RDX,new,1341.0,suv,,50495
5J8YD9H4XRL005061,2024,Acura,MDX,new,1346.0,suv,,54845
1N6AA1ED5MN537018,2021,Nissan,Titan,certified pre-owned,1506.0,truck,45813.0,35975
3N1CP5CVXPL483235,2023,Nissan,Kicks,used,2248.0,crossover,24730.0,20812
5NPDH4AE2DH340674,2013,Hyundai,Elantra,used,1058.0,sedan,139521.0,5997
1GNERKKWXLJ209356,2020,Chevrolet,Traverse,used,1268.0,suv,31646.0,32431
3GCUYGEL2NG162169,2022,Chevrolet,Silverado 1500 Limited,used,2436.0,truck,12924.0,51994
1GCRYJEK4NZ203802,2022,Chevrolet,Silverado 1500 Limited,used,2436.0,truck,35048.0,29940
JTDEPMAE2MJ144961,2021,Toyota,Corolla,used,909.0,sedan,7857.0,18789
19UDE4H33RA022852,2024,Acura,Integra,new,1349.0,hatchback,9.0,34695
19UUB1F59LA007579,2020,Acura,TLX,used,2060.0,sedan,43191.0,19515
5J8TC1H33ML006468,2021,Acura,RDX,used,1341.0,suv,37174.0,26608
5J8TC1H57ML004630,2021,Acura,RDX,used,1341.0,suv,22485.0,28912
5J8YE1H49RL012372,2024,Acura,MDX,new,1346.0,suv,11.0,58545
2HKRS3H23RH316257,2024,Honda,CR-V,new,867.0,suv,5.0,31280
2HKRS3H46RH315881,2024,Honda,CR-V,new,867.0,suv,5.0,33335
3CZRZ1H37RM738867,2024,Honda,HR-V,new,2092.0,crossover,5.0,26405
5J6RW1H54ML006846,2021,Honda,CR-V,used,867.0,suv,33097.0,24357
3FA6P0LU6KR268922,2019,Ford,Fusion Hybrid,certified pre-owned,959.0,sedan,55667.0,18412
3FMCR9B69RRE07106,2024,Ford,Bronco Sport,new,2371.0,suv,6.0,34497
3FMTK4SX0NMA60692,2022,Ford,Mustang Mach-E,new,2367.0,suv,51.0,65410
MAJ3S2GE4MC408936,2021,Ford,EcoSport,used,2205.0,crossover,32197.0,14672
1FA6P8CF5R5409332,2024,Ford,Mustang,new,969.0,coupe,6.0,51082
1FMSK7DH2PGB81028,2023,Ford,Explorer,new,961.0,suv,6.0,42807
1FT8W2BA6REC55173,2024,Ford,F-250 Super Duty,new,999.0,truck,5.0,62319
1FTFW1E56PFB73855,2023,Ford,F-150,new,957.0,truck,7.0,61295
1FTFW1E58PFB74618,2023,Ford,F-150,new,957.0,truck,7.0,61295
1GCUDGE81PZ329955,2023,Chevrolet,Silverado 1500,used,1279.0,truck,3412.0,51997
3FTTW8H35RRA13395,2024,Ford,Maverick,new,2463.0,truck,26.0,33934
5LMJJ3LG7REL06276,2024,Lincoln,Navigator L,new,1180.0,suv,,110830
1FTFW3L51RKD06319,2024,Ford,F-150,new,957.0,truck,,64464
3GCNDAEK6RG105922,2024,Chevrolet,Silverado 1500,new,1279.0,truck,4.0,39563
JM1NDAB78N0502935,2022,Mazda,MX-5 Miata,used,1568.0,convertible,9855.0,25495
2GNAXKEV0M6158066,2021,Chevrolet,Equinox,used,1252.0,suv,60732.0,17295
1GCUYHEL7MZ367345,2021,Chevrolet,Silverado 1500,used,1279.0,truck,42727.0,48392
2G1FE1E35E9250974,2014,Chevrolet,Camaro,used,1236.0,coupe,113570.0,12950
3FMTK3R40PMA90736,2023,Ford,Mustang Mach-E,used,2367.0,suv,1663.0,38500
WA1LXAF77MD013436,2021,Audi,Q7,used,1371.0,suv,60572.0,33999
1HGCY1F38PA006311,2023,Honda,Accord,used,856.0,sedan,12252.0,26499
5LMCJ2CA5PUL25099,2023,Lincoln,Corsair,new,2309.0,suv,6.0,45274
5LMJJ2KT0LEL13490,2020,Lincoln,Navigator,used,1190.0,suv,95362.0,41000
5LMJJ2LG3REL05930,2024,Lincoln,Navigator,new,1190.0,suv,6.0,101064
1N6AA1ED7RN104985,2024,Nissan,Titan,new,1506.0,truck,5.0,47511
3N1CP5BV3RL505130,2024,Nissan,Kicks,new,2248.0,crossover,5.0,22185
3N1CP5CV8RL488176,2024,Nissan,Kicks,new,2248.0,crossover,5.0,23714
5N1BT3AA7PC944181,2023,Nissan,Rogue,new,1487.0,crossover,5.0,27617
JN8BT3BA7PW428957,2023,Nissan,Rogue,new,1487.0,crossover,5.0,31535
JN8BT3BA9PW432928,2023,Nissan,Rogue,new,1487.0,crossover,5.0,28818
1G1FY6S01L4141619,2020,Chevrolet,Bolt EV,used,2156.0,hatchback,29713.0,17000
1G1FY6S03L4143016,2020,Chevrolet,Bolt EV,used,2156.0,hatchback,18241.0,17000
1GC4YUEY1RF289657,2024,Chevrolet,Silverado 3500HD,new,1281.0,truck,8.0,79850
1GCPTFEK5P1245643,2023,Chevrolet,Colorado,new,1238.0,truck,6.0,51630
1N6BA1F4XHN525181,2017,Nissan,Titan XD,used,2130.0,truck,81259.0,31500
1G1ZD5STXMF036015,2021,Chevrolet,Malibu,used,1248.0,sedan,65697.0,15788
3N1AB8DV0RY257653,2024,Nissan,Sentra,new,1512.0,sedan,5.0,24211
5N1BT3BA6PC926995,2023,Nissan,Rogue,new,1487.0,crossover,5.0,31086
5N1BT3BA9PC928627,2023,Nissan,Rogue,new,1487.0,crossover,5.0,31086
JHLRE48748C038703,2008,Honda,CR-V,used,867.0,suv,142720.0,8394
KNMAT2MT5HP534111,2017,Nissan,Rogue,certified pre-owned,1487.0,crossover,52973.0,16554
3VW7M7BU4RM022943,2024,Volkswagen,Jetta,new,1667.0,sedan,6.0,26983
WVWSA7CD1RW147886,2024,Volkswagen,Golf GTI,new,2066.0,hatchback,6.0,39116
4T1G31AK1RU073570,2024,Toyota,Camry Hybrid,new,898.0,sedan,5.0,31937
1GNSKSKD5NR132955,2022,Chevrolet,Tahoe,used,1276.0,suv,39765.0,54999
1N6AA1ED8RN107104,2024,Nissan,Titan,new,1506.0,truck,9.0,55310
3N1AB8DV1RY256446,2024,Nissan,Sentra,new,1512.0,sedan,9.0,24867
3N1AB8DV3RY214943,2024,Nissan,Sentra,new,1512.0,sedan,,24716
3N1AB8DV5RY257678,2024,Nissan,Sentra,new,1512.0,sedan,4.0,25418
5N1DR3AA3RC238447,2024,Nissan,Pathfinder,new,1491.0,suv,1.0,35504
JN1BF0BAXPM410484,2023,Nissan,Ariya,new,2560.0,crossover,1.0,53027
1FMCU0MN7RUA01316,2024,Ford,Escape,new,975.0,suv,14.0,30330
1FMEE5JRXPLC05525,2023,Ford,Bronco,new,938.0,suv,12.0,100170
5N1DR2MN3JC676155,2018,Nissan,Pathfinder,used,1491.0,suv,33137.0,23871
1V2DR2CAXRC507165,2024,Volkswagen,Atlas,used,2173.0,suv,8511.0,35650
19UUB5F36MA003092,2021,Acura,TLX,used,2060.0,sedan,32466.0,29398
2C3CDZJG0MH583693,2021,Dodge,Challenger,used,1440.0,coupe,26317.0,26998
3CZRU5H30KM709948,2019,Honda,HR-V,certified pre-owned,2092.0,crossover,35819.0,22749
1GCRDDED6PZ300968,2023,Chevrolet,Silverado 1500,new,1279.0,truck,2.0,44415
1FMCU9PA5PUA55885,2023,Ford,Escape,new,975.0,suv,1820.0,34865
1FMJK2A82REA17666,2024,Ford,Expedition MAX,new,2252.0,suv,5.0,76300
1FMJU1K8XREA21726,2024,Ford,Expedition,new,944.0,suv,5.0,71795
1FMSK7DH0PGB22897,2023,Ford,Explorer,new,961.0,suv,5.0,35240
1FMSK7DH6PGC32756,2023,Ford,Explorer,new,961.0,suv,15.0,36790
1FTBR1XGXPKA04885,2023,Ford,Transit,new,2325.0,passenger_cargo_van,5.0,55305
1FTEW1CP2PKF58854,2023,Ford,F-150,new,957.0,truck,5.0,46045
1FTFW1E51PKD79754,2023,Ford,F-150,new,957.0,truck,130.0,83850
1FTFW1E57PFC62124,2023,Ford,F-150,new,957.0,truck,25.0,68685
5LMJJ2LG5REL03693,2024,Lincoln,Navigator,new,1190.0,suv,3.0,100944
5LMJJ2TG6REL05405,2024,Lincoln,Navigator,new,1190.0,suv,12.0,118070
5TDKRKEC8PS146960,2023,Toyota,Sienna,used,911.0,minivan,10026.0,39667
1FA6P8TH9R5105776,2024,Ford,Mustang,new,969.0,coupe,13.0,30530
1FMSK7DH6PGC36855,2023,Ford,Explorer,new,961.0,suv,15.0,40330
1FT8W2BT4REC13070,2024,Ford,F-250 Super Duty,new,999.0,truck,6.0,87640
1FT8W2BT8REC67052,2024,Ford,F-250 Super Duty,new,999.0,truck,12.0,91946
1FT8W4DM7REC34786,2024,Ford,F-450 Super Duty,new,985.0,truck,12.0,89441
3GKALMEG3RL216910,2024,GMC,Terrain,new,1131.0,suv,7.0,26400
3N1AB8DV1RY284070,2024,Nissan,Sentra,new,1512.0,sedan,,26780
3N1CP5CU1JL512846,2018,Nissan,Kicks,used,2248.0,crossover,99479.0,12988
1C6RR6LG0MS538899,2021,Ram,1500 Classic,used,2258.0,truck,63723.0,23998
1GT49XEY5RF317510,2024,GMC,Sierra 2500HD,new,1123.0,truck,,95935
1N6AD0ER3KN797878,2019,Nissan,Frontier,used,1501.0,truck,86759.0,16988
3FMCR9B62PRD94759,2023,Ford,Bronco Sport,new,2371.0,suv,3297.0,31685
3N1AB8DV1LY298493,2020,Nissan,Sentra,used,1512.0,sedan,31112.0,17788
3N1CP5DV4PL562933,2023,Nissan,Kicks,certified pre-owned,2248.0,crossover,2213.0,21588
5N1BT3BA3NC674667,2022,Nissan,Rogue,used,1487.0,crossover,24059.0,23988
5N1BT3BA5PC943111,2023,Nissan,Rogue,new,1487.0,crossover,7.0,27107
5N1DR3CA8RC211516,2024,Nissan,Pathfinder,new,1491.0,suv,6.0,40059
JN1BF0BA9PM411836,2023,Nissan,Ariya,new,2560.0,crossover,7.0,42166
JN8AZ2AC9P9490849,2023,Infiniti,QX80,certified pre-owned,1579.0,suv,15916.0,61999
JTEAAAAH5MJ058130,2021,Toyota,Venza,used,876.0,crossover,66252.0,25000
1G1FX6S09P4202062,2023,Chevrolet,Bolt EV,new,2156.0,hatchback,6.0,32180
1G1YC2D47P5136019,2023,Chevrolet,Corvette,used,1270.0,coupe,347.0,85313
1GTP8DED4KZ281664,2019,GMC,Sierra 1500,used,1145.0,truck,103830.0,28800
3N1AB8CV6RY261613,2024,Nissan,Sentra,new,1512.0,sedan,7.0,20745
3N1AB8CV7RY262379,2024,Nissan,Sentra,new,1512.0,sedan,,23505
1GCPABEKXRZ217257,2024,Chevrolet,Silverado 1500,new,1279.0,truck,1.0,46945
1FTEW1CP9HFC32883,2017,Ford,F-150,used,957.0,truck,116607.0,21972
1GCRKSE30BZ455090,2011,Chevrolet,Silverado 1500,used,1279.0,truck,59186.0,19745
1GNERHKW3PJ340380,2023,Chevrolet,Traverse,new,1268.0,suv,159.0,37490
1GNSKPKD4RR141116,2024,Chevrolet,Tahoe,new,1276.0,suv,,74225
2GCUDDED9R1176233,2024,Chevrolet,Silverado 1500,new,1279.0,truck,1.0,50895
3GNKBDRS5RS121084,2024,Chevrolet,Blazer,used,1210.0,suv,4354.0,38052
WBA3R1C58FK193928,2015,BMW,4 Series,used,1320.0,coupe,81430.0,21172
1G1ZB5ST9RF148219,2024,Chevrolet,Malibu,new,1248.0,sedan,1.0,23445
1GCUDGED7RZ223588,2024,Chevrolet,Silverado 1500,new,1279.0,truck,1.0,57860
1GNERHKW1PJ341334,2023,Chevrolet,Traverse,new,1268.0,suv,1.0,37490
1GNSKEKD0PR188130,2023,Chevrolet,Suburban,used,1240.0,suv,29120.0,69300
1GNSKTKL5RR124308,2024,Chevrolet,Tahoe,new,1276.0,suv,4.0,88475
2GCUDDED8R1183013,2024,Chevrolet,Silverado 1500,new,1279.0,truck,5.0,51305
1GCGSDE30G1190163,2016,Chevrolet,Colorado,used,1238.0,truck,74002.0,25991
2G1FK1EJ8A9176483,2010,Chevrolet,Camaro,used,1236.0,coupe,64126.0,21512
3GNAXHEV5NS244639,2022,Chevrolet,Equinox,used,1252.0,suv,12670.0,21394
JM3TCBDY4P0644179,2023,Mazda,CX-9,used,1569.0,suv,21102.0,32473
19XFL2H81RE014307,2024,Honda,Civic,new,862.0,hatchback,8.0,25814
5YFB4MDE2RP119388,2024,Toyota,Corolla,new,909.0,sedan,3.0,25049
5YFB4MDEXPP011226,2023,Toyota,Corolla,certified pre-owned,909.0,sedan,18164.0,21450
2C3CDXBG9MH628259,2021,Dodge,Charger,used,1472.0,sedan,68170.0,22995
1GTG6EEN7J1298492,2018,GMC,Canyon,used,1118.0,truck,54235.0,29800
1GTUUHEL0RZ208606,2024,GMC,Sierra 1500,new,1145.0,truck,7.0,83401
3GTPHCED8PG278624,2023,GMC,Sierra 1500,new,1145.0,truck,6140.0,50095
3N1CP5DV2RL492075,2024,Nissan,Kicks,new,2248.0,crossover,,24767
5N1DR3DG3RC244393,2024,Nissan,Pathfinder,new,1491.0,suv,,52330
JF2GTAPC9M8387622,2021,Subaru,Crosstrek,certified pre-owned,1076.0,crossover,10184.0,25131
JF2GUADC2RH326542,2024,Subaru,Crosstrek,new,1076.0,crossover,,30349
JF2SKADC7RH469390,2024,Subaru,Forester,new,1089.0,crossover,,32764
JF2SKADC7RH473147,2024,Subaru,Forester,new,1089.0,crossover,,32764
JF2SKADC9RH469259,2024,Subaru,Forester,new,1089.0,crossover,,32764
JF2SKAGC0RH456203,2024,Subaru,Forester,new,1089.0,crossover,,34934
JF2SKAGC8RH463870,2024,Subaru,Forester,new,1089.0,crossover,,34934
JTENU5JR6R6223735,2024,Toyota,4Runner,new,908.0,suv,10.0,50139
2GC4YLEY5R1165568,2024,Chevrolet,Silverado 2500HD,new,1254.0,truck,2.0,64070
2GC4YNEY7R1140330,2024,Chevrolet,Silverado 2500HD,new,1254.0,truck,2.0,67535
KL79MPSL4RB102718,2024,Chevrolet,Trailblazer,new,1245.0,suv,,25165
1G1ZD5ST2MF040706,2021,Chevrolet,Malibu,used,1248.0,sedan,61615.0,16828
1GNEVJKW1PJ341174,2023,Chevrolet,Traverse,new,1268.0,suv,3.0,51050
1GCPDBEK8RZ185075,2024,Chevrolet,Silverado 1500,new,1279.0,truck,2.0,46710
1GCPABEK8RZ232825,2024,Chevrolet,Silverado 1500,new,1279.0,truck,2.0,39045
1GCUDJED7RZ197961,2024,Chevrolet,Silverado 1500,new,1279.0,truck,1.0,65710
1GNSKTKL7RR124617,2024,Chevrolet,Tahoe,new,1276.0,suv,5.0,84605
1N4AA6FV0PC513173,2023,Nissan,Maxima,new,1505.0,sedan,,39682
1N4AA6FV6PC513792,2023,Nissan,Maxima,new,1505.0,sedan,,39661
2GCUDGEDXR1181376,2024,Chevrolet,Silverado 1500,new,1279.0,truck,2.0,59425
3GCPABEK6RG220592,2024,Chevrolet,Silverado 1500,new,1279.0,truck,2.0,39045
3GCUDCED7PG359144,2023,Chevrolet,Silverado 1500,new,1279.0,truck,2.0,46905
3GCUDFED9RG179894,2024,Chevrolet,Silverado 1500,new,1279.0,truck,3.0,60925
3GCUDHEL1RG187507,2024,Chevrolet,Silverado 1500,new,1279.0,truck,1.0,69455
3GCUDHEL2PG286107,2023,Chevrolet,Silverado 1500,new,1279.0,truck,1.0,77540
4S3BWAC63L3012336,2020,Subaru,Legacy,used,1080.0,sedan,14838.0,21757
JN8AY2BC0N9162556,2022,Nissan,Armada,certified pre-owned,1508.0,suv,11534.0,43874
JTHDL5EF7F5007556,2015,Lexus,LS 460,used,1883.0,sedan,50249.0,32987
3GCUDFED0RG188211,2024,Chevrolet,Silverado 1500,new,1279.0,truck,1.0,59745
3N1AB8CVXRY258584,2024,Nissan,Sentra,new,1512.0,sedan,,20814
KL79MMSL2RB081141,2024,Chevrolet,Trailblazer,new,1245.0,suv,2.0,24855
KL79MPSL5RB080499,2024,Chevrolet,Trailblazer,new,1245.0,suv,2.0,25810
KL79MPSL7RB080469,2024,Chevrolet,Trailblazer,new,1245.0,suv,2.0,25560
1GCGTDEN4J1260656,2018,Chevrolet,Colorado,used,1238.0,truck,88360.0,25977
1GCUDEED1RZ137763,2024,Chevrolet,Silverado 1500,new,1279.0,truck,2.0,56730
1GCUDEED7RZ138867,2024,Chevrolet,Silverado 1500,new,1279.0,truck,1.0,56830
3N1CP5CV4LL509550,2020,Nissan,Kicks,certified pre-owned,2248.0,crossover,70564.0,14874
1C6RREFT5MN750845,2021,Ram,1500,used,1711.0,truck,19000.0,29949
3GNKBCR41RS157110,2024,Chevrolet,Blazer,new,1210.0,suv,4.0,34340
3GNKBDRS0KS639996,2019,Chevrolet,Blazer,used,1210.0,suv,115361.0,17780
5XXGT4L38LG403956,2020,Kia,Optima,used,1720.0,sedan,50122.0,15888
5TFLA5DB9PX108458,2023,Toyota,Tundra,used,894.0,truck,,48901
5TFMC5DB6RX02B879,2024,Toyota,Tundra,new,894.0,truck,,71094
5YFB4MDE1PP011924,2023,Toyota,Corolla,used,909.0,sedan,28312.0,19901
5YFEPMAE8NP371813,2022,Toyota,Corolla,used,909.0,sedan,31814.0,18901
WP1AB2A55JLB40208,2018,Porsche,Macan,used,1881.0,suv,54708.0,33149
1FTFW1EG8JFE03727,2018,Ford,F-150,used,957.0,truck,58563.0,28799
1N4AL3AP3FC220920,2015,Nissan,Altima,used,1511.0,sedan,126966.0,6489
1VWAA7A39LC021786,2020,Volkswagen,Passat,used,1645.0,sedan,48647.0,14499
2T3YFREV4EW074664,2014,Toyota,RAV4,used,880.0,suv,89013.0,14999
WDDSJ4EB5EN042722,2014,Mercedes-Benz,CLA,used,1020.0,sedan,79616.0,13299
2T3WFREV7JW463624,2018,Toyota,RAV4,used,880.0,suv,73519.0,14599
JTHBF1D29E5023357,2014,Lexus,IS 250,used,1914.0,sedan,66202.0,18199
WBAJA5C58JWA39214,2018,BMW,5 Series,used,1335.0,sedan,76349.0,21999
1G6AP5SX6J0142459,2018,Cadillac,CTS,used,1530.0,sedan,40096.0,19999
1GKS1CKJ4GR149731,2016,GMC,Yukon,used,1121.0,suv,90620.0,28999
JTEZU5JR7G5120375,2016,Toyota,4Runner,used,908.0,suv,89922.0,25199
KM8K32AB4NU914257,2022,Hyundai,Kona,used,2224.0,suv,8827.0,19494
1GCHSBEA1K1208895,2019,Chevrolet,Colorado,used,1238.0,truck,82283.0,13499
5XYZT3LB8EG205323,2014,Hyundai,Santa Fe Sport,used,1049.0,suv,115917.0,6299
3C4PDCAB2LT220607,2020,Dodge,Journey,used,1469.0,suv,63713.0,14499
55SWF4JB3GU158620,2016,Mercedes-Benz,C-Class,used,1018.0,sedan,93315.0,13599
WBA5B1C59ED479304,2014,BMW,5 Series,used,1335.0,sedan,83182.0,15799
WBS8M9C50G5D30183,2016,BMW,M3,used,1321.0,sedan,79286.0,37494
1GCRCPEHXHZ319841,2017,Chevrolet,Silverado 1500,used,1279.0,truck,46960.0,24499
KNDPUCAF1P7085150,2023,Kia,Sportage,used,1729.0,suv,37298.0,20699
WAUAUGFF7LA036731,2020,Audi,A3,used,1357.0,sedan,53939.0,18899
WBSFV9C58DD095809,2013,BMW,M5,used,1319.0,sedan,86610.0,29498
1GCHSBEA8K1140658,2019,Chevrolet,Colorado,used,1238.0,truck,102182.0,12199
2T3F1RFV8PC347727,2023,Toyota,RAV4,used,880.0,suv,12513.0,23999
2C3CDZAG9MH641297,2021,Dodge,Challenger,used,1440.0,coupe,40387.0,18489
4JGDF7DE7FA583860,2015,Mercedes-Benz,GL-Class,used,1033.0,suv,95115.0,19499
55SWF8DB6KU300504,2019,Mercedes-Benz,C-Class,used,1018.0,sedan,89404.0,17379
5YJXCDE2XHF051137,2017,Tesla,Model X,used,2101.0,suv,52861.0,35499
KL8CD6SA2MC748532,2021,Chevrolet,Spark,used,1198.0,hatchback,48078.0,11299
WBAFR9C51DDX80842,2013,BMW,5 Series,used,1335.0,sedan,79213.0,13799
JA4J3UA89PZ014051,2023,Mitsubishi,Outlander,used,1808.0,suv,29422.0,23899
1FMJU1KT2LEA99798,2020,Ford,Expedition,used,944.0,suv,78769.0,31999
5YJSA1E18HF191743,2017,Tesla,Model S,used,2006.0,sedan,49644.0,26999
ML32FUFJ9MHF07300,2021,Mitsubishi,Mirage G4,used,2135.0,sedan,33235.0,11497
1C4RDHAG4MC761575,2021,Dodge,Durango,used,1419.0,suv,66561.0,24999
WBAUP7C55DVP24785,2013,BMW,1 Series,used,1338.0,coupe,60028.0,11899
WMWXR3C00M2N10082,2021,MINI,Hardtop 2 Door,used,2358.0,hatchback,80992.0,15699
2C3CDZJG0PH526253,2023,Dodge,Challenger,used,1440.0,coupe,20608.0,25399
1GYS3HKJ4GR355094,2016,Cadillac,Escalade ESV,used,1539.0,suv,98422.0,27999
2C4RDGBG6KR783106,2019,Dodge,Grand Caravan,used,1418.0,minivan,64295.0,13699
5NPD84LF4LH620780,2020,Hyundai,Elantra,used,1058.0,sedan,57817.0,12999
WP1AB2A58FLB53459,2015,Porsche,Macan,used,1881.0,suv,81981.0,21199
1FT7W2AT0KED99581,2019,Ford,F-250 Super Duty,used,999.0,truck,79385.0,39499
SADCM2FV8LA634112,2020,Jaguar,F-PACE,used,2122.0,suv,66651.0,29299
SALZJ2FX9LH102349,2020,Land Rover,Range Rover Evoque,used,1043.0,suv,29661.0,28499
4JGFB4KB1LA148615,2020,Mercedes-Benz,GLE,used,2099.0,suv,57221.0,34999
JTDEPRAEXLJ030752,2020,Toyota,Corolla,used,909.0,sedan,67306.0,12794
WDDGJ4HB7CF809088,2012,Mercedes-Benz,C-Class,used,1018.0,coupe,75075.0,9299
1GCPWCED9MZ240692,2021,Chevrolet,Silverado 1500,used,1279.0,truck,68299.0,28399
5FNYF5H10MB006819,2021,Honda,Pilot,used,865.0,suv,77970.0,21399
WD3PG2EA2G3141923,2016,Mercedes-Benz,Metris,used,2103.0,minivan,79980.0,18494
WDDZF4KB5KA586418,2019,Mercedes-Benz,E-Class,used,1030.0,sedan,86475.0,20799
5TFRX5GN7KX162736,2019,Toyota,Tacoma,used,906.0,truck,61803.0,19799
5UXKR0C51F0P09081,2015,BMW,X5,used,1322.0,suv,66785.0,17899
KM8K6CAB2PU978930,2023,Hyundai,Kona,used,2224.0,suv,23772.0,18499
1VWAT7A34HC064319,2017,Volkswagen,Passat,used,1645.0,sedan,100142.0,8298
7FART6H50LE002259,2020,Honda,CR-V Hybrid,used,2352.0,suv,48364.0,24999
3C6TRVBG8KE547397,2019,Ram,ProMaster,used,1709.0,passenger_cargo_van,53313.0,21999
3GNAXUEV4KL285939,2019,Chevrolet,Equinox,used,1252.0,suv,99012.0,12999
JC1NFAEK5H0121491,2017,FIAT,124 Spider,used,2141.0,convertible,46012.0,15889
JTDEPRAE1LJ090337,2020,Toyota,Corolla,used,909.0,sedan,64050.0,13900
WA1AJAF75LD007173,2020,Audi,Q7,used,1371.0,suv,58172.0,30494
3KPA24AD6ME364136,2021,Kia,Rio,used,1726.0,sedan,58942.0,12399
WP1AB2A56FLB71698,2015,Porsche,Macan,used,1881.0,suv,75624.0,22299
1N4BL4DV3NN380769,2022,Nissan,Altima,used,1511.0,sedan,36577.0,17499
2HGFC1E57HH706144,2017,Honda,Civic,used,862.0,sedan,91732.0,16099
1FMJK1KT2MEA07645,2021,Ford,Expedition MAX,used,2252.0,suv,74449.0,33787
1HGCV1F33LA072543,2020,Honda,Accord,used,856.0,sedan,75311.0,18399
1FMJK1KT6LEA89006,2020,Ford,Expedition MAX,used,2252.0,suv,82313.0,31998
