vin,year,make,model,condition,modelId,bodyStyle,mileageUnformatted,priceUnformatted
1GNEVFKW2PJ334604,2023,Chevrolet,Traverse,new,1268.0,suv,1.0,33190
3C6MR4AJ7GG112829,2016,Ram,2500,used,1715.0,truck,88977.0,19477
3N1CP5BV8RL493329,2024,Nissan,Kicks,new,2248.0,crossover,3.0,22085
5N1DL1FRXRC333348,2024,Infiniti,QX60,new,2279.0,suv,3.0,57400
JN8AZ2AE4P9305513,2023,Infiniti,QX80,new,1579.0,suv,3.0,70465
4T1G11AK3RU880615,2024,Toyota,Camry,new,883.0,sedan,10.0,30674
JTDEPMAE5NJ225020,2022,Toyota,Corolla,used,909.0,sedan,17466.0,19901
YV4L12RM4R1783937,2024,Volvo,XC60,new,1780.0,suv,8.0,58712
3TMCZ5AN3NM459893,2022,Toyota,Tacoma,used,906.0,truck,14886.0,38491
5TFLA5DB4RX145243,2024,Toyota,Tundra,new,894.0,truck,10.0,52900
2T3C1RFV7RW313959,2024,Toyota,RAV4,new,880.0,suv,10.0,34922
5TDERKEC0RS183940,2024,Toyota,Sienna,new,911.0,minivan,10.0,58802
5TFMC5DB3RX055807,2024,Toyota,Tundra,new,894.0,truck,10.0,72492
JTEFU5JRXP5298848,2023,Toyota,4Runner,new,908.0,suv,10.0,47063
5J8YD8H85RL000220,2024,Acura,MDX,new,1346.0,suv,1.0,74695
5TDKDRAH8RS527784,2024,Toyota,Highlander,new,886.0,suv,4.0,46077
5YFEPMAE1NP341200,2022,Toyota,Corolla,used,909.0,sedan,45104.0,17901
5YFEPMAE4NP350957,2022,Toyota,Corolla,used,909.0,sedan,29956.0,18901
7SVAAABA9RX50G194,2024,Toyota,Sequoia,new,899.0,suv,,84071
1GNSKMED7PR563436,2023,Chevrolet,Tahoe,new,1276.0,suv,2.0,59870
3GCPDKEK2RG142268,2024,Chevrolet,Silverado 1500,new,1279.0,truck,3.0,45495
2GCUDDED2R1169799,2024,Chevrolet,Silverado 1500,new,1279.0,truck,3.0,47940
1G6DN5RK4R0114149,2024,Cadillac,CT5,new,2333.0,sedan,3.0,50324
1GYFZCR41RF137024,2024,Cadillac,XT4,new,2255.0,crossover,2.0,46539
1GYFZCR46RF136810,2024,Cadillac,XT4,new,2255.0,crossover,2.0,47139
1GYKNAR41RZ720593,2024,Cadillac,XT5,new,2127.0,suv,1.0,45789
1GYKNAR48RZ720672,2024,Cadillac,XT5,new,2127.0,suv,2.0,44564
JTEBU5JR2K5704886,2019,Toyota,4Runner,used,908.0,suv,40666.0,35901
JTHBF1D20F5063084,2015,Lexus,IS 250,used,1914.0,sedan,113993.0,16249
JTJBM7FX4H5150909,2017,Lexus,GX 460,used,1886.0,suv,75992.0,28901
1G6KA5RX0JU124740,2018,Cadillac,CT6,used,2121.0,sedan,54831.0,25677
19UDE4H38RA000166,2024,Acura,Integra,new,1349.0,hatchback,5.0,35295
19UUB5F33PA006939,2023,Acura,TLX,new,2060.0,sedan,1.0,41845
4T1G11AK4PU077180,2023,Toyota,Camry,used,883.0,sedan,,25901
58ADZ1B14RU162016,2024,Lexus,ES 350,used,1889.0,sedan,,42901
5J8TC2H62RL000734,2024,Acura,RDX,new,1341.0,suv,50.0,51495
YV4062PEXR1191071,2024,Volvo,XC90,new,1774.0,suv,30.0,63009
YV4062PN7P1964138,2023,Volvo,XC90,new,1774.0,suv,5350.0,59911
1C4RJXP62RW193687,2024,Jeep,Wrangler,new,1406.0,suv,13.0,63864
1C4RJYC66P8774638,2023,Jeep,Grand Cherokee,new,1415.0,suv,98.0,67820
3C4NJDAN1PT556433,2023,Jeep,Compass,new,1412.0,suv,656.0,29873
1C4RJGBG4RC716404,2024,Jeep,Grand Cherokee,new,1415.0,suv,8.0,47481
JF1ZNBE17P9766826,2023,Toyota,GR86,new,2427.0,coupe,10.0,33621
JTERU5JR6R6234722,2024,Toyota,4Runner,new,908.0,suv,10.0,52101
JTMCY7AJ1H4051016,2017,Toyota,Land Cruiser,used,892.0,suv,75950.0,54884
1C4RJEAGXJC197062,2018,Jeep,Grand Cherokee,used,1415.0,suv,67529.0,22140
1C4RJYE69R8504982,2024,Jeep,Grand Cherokee,new,1415.0,suv,,83038
5YFEPMAEXMP224455,2021,Toyota,Corolla,used,909.0,sedan,67885.0,17899
2GC4YNE7XR1126350,2024,Chevrolet,Silverado 2500HD,new,1254.0,truck,107.0,62450
3N1AB8CV1RY203375,2024,Nissan,Sentra,new,1512.0,sedan,,23915
3N1AB8CV2RY203143,2024,Nissan,Sentra,new,1512.0,sedan,,23915
3N1AB8CV2RY204096,2024,Nissan,Sentra,new,1512.0,sedan,,23915
3N1AB8CV7RY203638,2024,Nissan,Sentra,new,1512.0,sedan,,23325
3N1AB8CV8RY202546,2024,Nissan,Sentra,new,1512.0,sedan,,24310
3N1AB8CVXRY203293,2024,Nissan,Sentra,new,1512.0,sedan,,23810
5N1DR3CA2RC239649,2024,Nissan,Pathfinder,new,1491.0,suv,,44695
JN1BZ4BH9RM361521,2024,Nissan,Z,new,2579.0,coupe,,54425
JN8BT3BA4PW427345,2023,Nissan,Rogue,new,1487.0,crossover,2.0,26557
KL4AMBS25RB032828,2024,Buick,Encore GX,new,2334.0,suv,7.0,24685
KL4AMGSL7RB030651,2024,Buick,Encore GX,new,2334.0,suv,6.0,34530
1GT49REY2RF275888,2024,GMC,Sierra 2500HD,new,1123.0,truck,5.0,86340
1GTUUHEL7PZ274888,2023,GMC,Sierra 1500,new,1145.0,truck,5103.0,79140
3N1AB8CV5RY215755,2024,Nissan,Sentra,new,1512.0,sedan,,23325
5N1BT3BA9PC911004,2023,Nissan,Rogue,new,1487.0,crossover,5.0,26907
1GKS1JKL2RR119362,2024,GMC,Yukon XL,new,1122.0,suv,2.0,81800
1GTPUAEK1RZ218718,2024,GMC,Sierra 1500,new,1145.0,truck,1.0,42225
3N1CN8EV5LL899224,2020,Nissan,Versa,certified pre-owned,1516.0,sedan,31447.0,16374
KM8K32AB3NU892736,2022,Hyundai,Kona,used,2224.0,suv,25589.0,18695
KL77LHE23RC125713,2024,Chevrolet,Trax,new,2042.0,crossover,3.0,24785
KL77LHE24RC125364,2024,Chevrolet,Trax,new,2042.0,crossover,3.0,24785
3GNAXHEV3MS145753,2021,Chevrolet,Equinox,certified pre-owned,1252.0,suv,30071.0,18495
1HGCY1F30RA028872,2024,Honda,Accord,new,856.0,sedan,,29660
1HGCY1F39RA026554,2024,Honda,Accord,new,856.0,sedan,,30086
3CZRZ1H34RM735196,2024,Honda,HR-V,new,2092.0,crossover,,25425
3CZRZ1H52RM735148,2024,Honda,HR-V,new,2092.0,crossover,,27525
5FNRL6H83RB020866,2024,Honda,Odyssey,new,857.0,minivan,,43820
5FNYG1H7XRB012788,2024,Honda,Pilot,new,865.0,suv,,49226
5FNYG1H85RB028244,2024,Honda,Pilot,new,865.0,suv,5.0,52706
5FPYK3F12PB048780,2023,Honda,Ridgeline,new,860.0,truck,,37753
5J6RS3H48RL003468,2024,Honda,CR-V,new,867.0,suv,,33290
7FARS3H73RE001831,2024,Honda,CR-V,new,867.0,suv,,35940
1FA6P8CF5R5410951,2024,Ford,Mustang,new,969.0,coupe,7.0,51430
1FA6P8TH8R5102691,2024,Ford,Mustang,new,969.0,coupe,66.0,32115
1FMCU0G6XNUB84354,2022,Ford,Escape,new,975.0,suv,21.0,30690
1FMCU0MN7PUA07369,2023,Ford,Escape,new,975.0,suv,34.0,31335
1FMCU0MN8PUA07588,2023,Ford,Escape,new,975.0,suv,53.0,31335
1FT7W2BA1PEC10716,2023,Ford,F-250,new,973.0,truck,46.0,59950
1FT8W2BT7NEF64811,2022,Ford,F-250 Super Duty,new,999.0,truck,109.0,63435
1FTFW1T80PKD10566,2023,Ford,F-150,new,957.0,truck,10.0,50015
3FMCR9C67RRE13145,2024,Ford,Bronco Sport,new,2371.0,suv,8.0,39690
3FTTW8S98RRA25831,2024,Ford,Maverick,new,2463.0,truck,14.0,39800
5N1BT3BAXPC917703,2023,Nissan,Rogue,new,1487.0,crossover,7.0,26914
JN8BT3BA6PW431073,2023,Nissan,Rogue,new,1487.0,crossover,8.0,26409
WVWAR7AN7NE012511,2022,Volkswagen,Arteon,used,2306.0,sedan,5061.0,33588
1N4BL4DV7LC172256,2020,Nissan,Altima,used,1511.0,sedan,32830.0,19988
1GKS2JKL6RR131642,2024,GMC,Yukon XL,new,1122.0,suv,10.0,85295
1GT49PEY8RF299407,2024,GMC,Sierra 2500HD,new,1123.0,truck,,82845
3N1AB8CV6RY261255,2024,Nissan,Sentra,new,1512.0,sedan,,23505
3N1AB8CV7RY262527,2024,Nissan,Sentra,new,1512.0,sedan,,23505
3N1AB8CV7RY265721,2024,Nissan,Sentra,new,1512.0,sedan,,24490
3N1AB8CV9RY261704,2024,Nissan,Sentra,new,1512.0,sedan,,23505
3N1AB8DV6RY261691,2024,Nissan,Sentra,new,1512.0,sedan,,27030
LRBFZPR47PD204262,2023,Buick,Envision,new,2129.0,suv,6.0,34590
3GTU9FEL7MG176297,2021,GMC,Sierra 1500,used,1145.0,truck,82018.0,42500
3N1AB8CV0RY255600,2024,Nissan,Sentra,new,1512.0,sedan,,23345
3N1AB8CV0RY258741,2024,Nissan,Sentra,new,1512.0,sedan,,23740
3N1AB8CV3RY255302,2024,Nissan,Sentra,new,1512.0,sedan,,23465
3N1AB8CV6RY208488,2024,Nissan,Sentra,new,1512.0,sedan,,24310
3N1AB8CV6RY264883,2024,Nissan,Sentra,new,1512.0,sedan,,23465
3N1AB8CVXRY201513,2024,Nissan,Sentra,new,1512.0,sedan,,24430
3N1AB8CVXRY255278,2024,Nissan,Sentra,new,1512.0,sedan,,23860
5GAERBKWXRJ110586,2024,Buick,Enclave,new,1928.0,suv,6.0,41430
5N1DR3BA8RC230889,2024,Nissan,Pathfinder,new,1491.0,suv,6.0,37117
KL4AMDSL6RB085168,2024,Buick,Encore GX,new,2334.0,suv,6.0,24590
1FMJK1M86REA06434,2024,Ford,Expedition MAX,new,2252.0,suv,5.0,89880
1FTFW1E84PKD68337,2023,Ford,F-150,new,957.0,truck,1142.0,64810
1GKS2CKD3RR131182,2024,GMC,Yukon,new,1121.0,suv,6.0,78265
1GKS2KKL2RR127027,2024,GMC,Yukon XL,new,1122.0,suv,5.0,104245
1GT19XEY5RF260115,2024,GMC,Sierra 2500HD,new,1123.0,truck,5.0,96135
3N1AB8BVXRY213369,2024,Nissan,Sentra,new,1512.0,sedan,,22315
3N1AB8CV0RY210009,2024,Nissan,Sentra,new,1512.0,sedan,,24310
3N1AB8CV2RY210433,2024,Nissan,Sentra,new,1512.0,sedan,,24310
3N1AB8CV2RY210626,2024,Nissan,Sentra,new,1512.0,sedan,,23720
3N1AB8CV5NY207715,2022,Nissan,Sentra,certified pre-owned,1512.0,sedan,31079.0,18988
5N1BT3BA5PC908018,2023,Nissan,Rogue,new,1487.0,crossover,3.0,28959
5N1DR2BM5LC609103,2020,Nissan,Pathfinder,certified pre-owned,1491.0,suv,63540.0,20588
JTEBU5JR1L5748900,2020,Toyota,4Runner,used,908.0,suv,60025.0,33588
1FA6P8TH2R5111046,2024,Ford,Mustang,new,969.0,coupe,5.0,39455
1FTEW1E40LFA49917,2020,Ford,F-150,used,957.0,truck,25798.0,43000
2HGFC3A55LH752453,2020,Honda,Civic,used,862.0,coupe,57393.0,22440
3FTTW8S97RRA09426,2024,Ford,Maverick,new,2463.0,truck,5.0,38990
4JGFB4KBXMA325390,2021,Mercedes-Benz,GLE,certified pre-owned,2099.0,suv,9800.0,49798
W1K6G7GB0RA268405,2024,Mercedes-Benz,S-Class,new,1019.0,sedan,7.0,140615
W1N9M0KB7PN074175,2023,Mercedes-Benz,EQB,new,2524.0,suv,10.0,64690
KNDPUCAF8P7037158,2023,Kia,Sportage,used,1729.0,suv,56671.0,24988
2FMPK4G96RBA03206,2024,Ford,Edge,new,955.0,suv,2.0,36555
3FMCR9B6XRRE07468,2024,Ford,Bronco Sport,new,2371.0,suv,15.0,36515
3FMCR9C69RRE32750,2024,Ford,Bronco Sport,new,2371.0,suv,7.0,41930
3FMCR9G64RRE06678,2024,Ford,Bronco Sport,new,2371.0,suv,14.0,37630
5N1BT3BB5NC677725,2022,Nissan,Rogue,used,1487.0,crossover,27089.0,22498
2FMPK4G90PBA16210,2023,Ford,Edge,new,955.0,suv,25.0,35705
2FMPK4J95RBA66015,2024,Ford,Edge,new,955.0,suv,5.0,42905
1FT7X2BA3PEC10181,2023,Ford,F-250,new,973.0,truck,5.0,53140
1FT8X3AA0REC49759,2024,Ford,F-350 Super Duty,new,981.0,truck,5.0,51915
1FT8X3AA4REC48940,2024,Ford,F-350 Super Duty,new,981.0,truck,5.0,51915
1FT8X3AA5REC48882,2024,Ford,F-350 Super Duty,new,981.0,truck,5.0,51915
1FT8X3AAXREC49686,2024,Ford,F-350 Super Duty,new,981.0,truck,4.0,51915
1FTEX1CBXPKF71904,2023,Ford,F-150,new,957.0,truck,5.0,41765
1FM5K8GC1PGC16046,2023,Ford,Explorer,new,961.0,suv,5.0,57215
1FT8W2BAXPEE04813,2023,Ford,F-250 Super Duty,new,999.0,truck,4.0,55205
1FT8W2BT4NEF64930,2022,Ford,F-250 Super Duty,new,999.0,truck,108.0,64810
1FT8W2BT6NEF64881,2022,Ford,F-250 Super Duty,new,999.0,truck,84.0,64810
1FTFW1E89NKE81391,2022,Ford,F-150,new,957.0,truck,241.0,73988
1FTRF3BA7REC50493,2024,Ford,F-350 Super Duty,new,981.0,truck,4.0,51570
KL79MSSL7RB067644,2024,Chevrolet,Trailblazer,new,1245.0,suv,,32580
1G1ZD5ST1PF237483,2023,Chevrolet,Malibu,new,1248.0,sedan,57.0,25945
3PCAJ5BA4PF122490,2023,Infiniti,QX50,new,1616.0,crossover,,47305
3PCAJ5DB4RF102457,2024,Infiniti,QX50,new,1616.0,crossover,6.0,60440
1GKS2JKL2RR108147,2024,GMC,Yukon XL,new,1122.0,suv,3.0,97055
1GTPUAEK8RZ203794,2024,GMC,Sierra 1500,new,1145.0,truck,3.0,42225
2CNALFEWXA6314089,2010,Chevrolet,Equinox,used,1252.0,suv,124074.0,7988
3GKALPEG7RL132199,2024,GMC,Terrain,new,1131.0,suv,5.0,32425
3GKALXEG9RL119261,2024,GMC,Terrain,new,1131.0,suv,1.0,37430
3GNAXKEGXRL245672,2024,Chevrolet,Equinox,new,1252.0,suv,,26395
3GTUUGED0RG222492,2024,GMC,Sierra 1500,new,1145.0,truck,,74660
3GTUUGEL7RG106651,2024,GMC,Sierra 1500,new,1145.0,truck,1.0,73795
5GAERCKW0PJ114357,2023,Buick,Enclave,new,1928.0,suv,100.0,46140
5GAEVBKW0RJ104453,2024,Buick,Enclave,new,1928.0,suv,1.0,56735
5N1BT3CA3PC939704,2023,Nissan,Rogue,new,1487.0,crossover,,30932
1G1ZD5ST5RF144744,2024,Chevrolet,Malibu,new,1248.0,sedan,2.0,25695
1G1ZD5ST9RF109169,2024,Chevrolet,Malibu,new,1248.0,sedan,3699.0,26495
1GTPHCED3RZ143554,2024,GMC,Sierra 1500,new,1145.0,truck,3.0,48690
3GCPWBEK1MG394919,2021,Chevrolet,Silverado 1500,used,1279.0,truck,120775.0,26554
5YFB4MDE2PP009602,2023,Toyota,Corolla,certified pre-owned,909.0,sedan,21450.0,20942
5YFS4MCE4RP179979,2024,Toyota,Corolla,new,909.0,sedan,5.0,26044
7MUCAAAG4PV045404,2023,Toyota,Corolla Cross,certified pre-owned,2449.0,crossover,14455.0,25968
JTELU5JR3R6212845,2024,Toyota,4Runner,new,908.0,suv,23.0,58165
KMHLS4AG9PU572726,2023,Hyundai,Elantra,new,1058.0,sedan,8.0,25620
LRBFZNR45MD056807,2021,Buick,Envision,used,2129.0,suv,27468.0,24988
1C6SRFJT0MN680301,2021,Ram,1500,used,1711.0,truck,30974.0,39182
1FA6P8TH2R5105120,2024,Ford,Mustang,new,969.0,coupe,23.0,33994
2GC4YUE79R1110098,2024,Chevrolet,Silverado 3500HD,new,1281.0,truck,2.0,70940
3GTP9EELXKG257394,2019,GMC,Sierra 1500,used,1145.0,truck,51804.0,43500
4T1R11AK8RU878982,2024,Toyota,Camry,new,883.0,sedan,5.0,28143
5GAEVBKW0MJ154374,2021,Buick,Enclave,used,1928.0,suv,22952.0,36367
5TFEM5F10KX138770,2019,Toyota,Tundra,used,894.0,truck,42973.0,34354
5TFMC5DBXRX056081,2024,Toyota,Tundra,new,894.0,truck,5.0,72261
5YFB4MDE4RP119988,2024,Toyota,Corolla,new,909.0,sedan,5.0,22749
7MUDAAAG8RV076419,2024,Toyota,Corolla Cross,new,2449.0,crossover,5.0,32455
JTDACAAU8R3018096,2024,Toyota,Prius,new,885.0,hatchback,5.0,34332
JTENU5JR2R6216846,2024,Toyota,4Runner,new,908.0,suv,5.0,51453
KL77LJE2XRC160479,2024,Chevrolet,Trax,new,2042.0,crossover,4.0,26760
1FMCU0MNXPUB30647,2023,Ford,Escape,new,975.0,suv,32.0,26924
3GCPDCEK9RG173474,2024,Chevrolet,Silverado 1500,new,1279.0,truck,2.0,47590
3GKALXEG7RL120067,2024,GMC,Terrain,new,1131.0,suv,2.0,37580
3GKALYEG5RL207181,2024,GMC,Terrain,new,1131.0,suv,1.0,31385
3GNAXMEG4RL229141,2024,Chevrolet,Equinox,new,1252.0,suv,3.0,28555
3GNAXNEG3RL135404,2024,Chevrolet,Equinox,new,1252.0,suv,1.0,32570
3GTUUDED2RG122196,2024,GMC,Sierra 1500,new,1145.0,truck,1.0,60310
3GTUUGEL6RG116393,2024,GMC,Sierra 1500,new,1145.0,truck,3.0,74840
3N1AB8BV2RY209509,2024,Nissan,Sentra,new,1512.0,sedan,61.0,19450
1FM5K8GC3PGB16336,2023,Ford,Explorer,new,961.0,suv,5.0,61210
1GKKNPLSXPZ244961,2023,GMC,Acadia,new,1133.0,suv,6.0,46485
1N6ED1EJ2RN615356,2024,Nissan,Frontier,new,1501.0,truck,4.0,38985
1C6JJTBMXPL594566,2023,Jeep,Gladiator,new,2294.0,truck,,58791
1HGCY1F20RA028958,2024,Honda,Accord,new,856.0,sedan,,27897
1HGCY1F25RA021262,2024,Honda,Accord,new,856.0,sedan,,28323
2HKRS4H78RH453924,2024,Honda,CR-V,new,867.0,suv,,37440
5FNYF8H01PB008866,2023,Honda,Passport,certified pre-owned,861.0,suv,11805.0,38250
5FNRL6H93RB014977,2024,Honda,Odyssey,new,857.0,minivan,,48444
5J6RS5H83RL002338,2024,Honda,CR-V Hybrid,new,2352.0,suv,,37525
7FARS6H98PE018463,2023,Honda,CR-V Hybrid,certified pre-owned,2352.0,suv,9145.0,38250
1FTER4EH8NLD47731,2022,Ford,Ranger,used,980.0,truck,13635.0,36800
7FARS5H82RE018561,2024,Honda,CR-V Hybrid,new,2352.0,suv,,37980
7FARS6H84RE053981,2024,Honda,CR-V Hybrid,new,2352.0,suv,,39025
1FMDE5AH5PLB21468,2023,Ford,Bronco,used,938.0,suv,3072.0,40000
7FARW1H59HE016159,2017,Honda,CR-V,certified pre-owned,867.0,suv,44383.0,21500
1HGCY1F38RA025282,2024,Honda,Accord,new,856.0,sedan,,29660
1HGCY2F88RA025591,2024,Honda,Accord Hybrid,new,872.0,sedan,,37061
3CZRM3H57GG724782,2016,Honda,CR-V,used,867.0,suv,123360.0,15300
5FNRL6H70RB023425,2024,Honda,Odyssey,new,857.0,minivan,,41924
1GNSCNKD1PR563178,2023,Chevrolet,Tahoe,new,1276.0,suv,3.0,66285
1FDUF4HT3PEC10168,2023,Ford,Transit Chassis,new,,,5.0,65705
1FT7X2AT9PED26049,2023,Ford,F-250 Super Duty,new,999.0,truck,5.0,59155
KMHL34J20MA157549,2021,Hyundai,Sonata,used,1066.0,sedan,52420.0,22088
1FTFW3L54RFA04421,2024,Ford,F-150,new,957.0,truck,,55138
2GC4YLEY8R1180727,2024,Chevrolet,Silverado 2500HD,new,1254.0,truck,2.0,63970
SHHFK8G78MU201317,2021,Honda,Civic,certified pre-owned,862.0,hatchback,11604.0,42496
5FNYG1H79RB018727,2024,Honda,Pilot,new,865.0,suv,12.0,51820
5J6RS4H79RL006122,2024,Honda,CR-V,new,867.0,suv,15.0,37485
1FTBW3X86PKB82600,2023,Ford,Transit,new,2325.0,passenger_cargo_van,5.0,66984
1FTBW3U88PKB60280,2023,Ford,Transit,new,2325.0,passenger_cargo_van,5.0,65510
1G1ZE5E12BF118728,2011,Chevrolet,Malibu,used,1248.0,sedan,74353.0,8998
2FMPK4J96RBA03599,2024,Ford,Edge,new,955.0,suv,10.0,39245
5LMCJ2C97HUL68561,2017,Lincoln,MKC,used,2024.0,suv,60117.0,18499
1FTEW1CP8MKD37089,2021,Ford,F-150,used,957.0,truck,42077.0,39699
3FMCR9B62MRA08272,2021,Ford,Bronco Sport,used,2371.0,suv,60718.0,23997
3FMCR9B68RRE04276,2024,Ford,Bronco Sport,new,2371.0,suv,6.0,35520
1FMSK7DH8PGB86699,2023,Ford,Explorer,new,961.0,suv,7835.0,33545
58ADZ1B18MU100692,2021,Lexus,ES 350,used,1889.0,sedan,39518.0,31000
1FA6P8TH9R5114901,2024,Ford,Mustang,new,969.0,coupe,5.0,42680
1FTMF1C54PKF69123,2023,Ford,F-150,new,957.0,truck,5.0,34005
3FMTK2SU3PMA63650,2023,Ford,Mustang Mach-E,new,2367.0,suv,10.0,55795
3VW7M7BUXNM003484,2022,Volkswagen,Jetta,used,1667.0,sedan,11171.0,22499
1FT7X2BA3PEC93109,2023,Ford,F-250 Super Duty,new,999.0,truck,12.0,51360
1FTFW1E83PKD15693,2023,Ford,F-150,new,957.0,truck,10.0,56795
1FTFW1E84PKD85185,2023,Ford,F-150,new,957.0,truck,13.0,50745
1FMCU0MN6PUA07508,2023,Ford,Escape,new,975.0,suv,16.0,31335
1FMCU0MN9PUA07728,2023,Ford,Escape,new,975.0,suv,68.0,31335
1FMCU0MNXPUA07348,2023,Ford,Escape,new,975.0,suv,63.0,31335
1FT7W2AT8NEF29465,2022,Ford,F-250 Super Duty,new,999.0,truck,114.0,56205
1FT8W2BT5NEF64886,2022,Ford,F-250 Super Duty,new,999.0,truck,107.0,64810
1FT8W2BT7NEF64887,2022,Ford,F-250 Super Duty,new,999.0,truck,10.0,64810
1FT8W2BT9NEF64809,2022,Ford,F-250 Super Duty,new,999.0,truck,33.0,63435
1FTFW1E87PKD15664,2023,Ford,F-150,new,957.0,truck,21.0,56795
3GTP9EEL3LG176058,2020,GMC,Sierra 1500,used,1145.0,truck,52308.0,47998
4JGDA5JB9GA693999,2016,Mercedes-Benz,GLE,used,2099.0,suv,79829.0,19918
1FDUF5HT0REC47042,2024,Ford,Transit Chassis,new,,,3.0,69010
1FT8W2BM5REC34874,2024,Ford,F-250 Super Duty,new,999.0,truck,19.0,91595
1FMEE5JR2PLB79907,2023,Ford,Bronco,new,938.0,suv,6.0,96825
1FTEW1CP8PKG18751,2023,Ford,F-150,new,957.0,truck,2.0,52890
1FTEW3KPXRKD01165,2024,Ford,F-150,new,957.0,truck,12.0,51893
1FTFW1E82PFA05964,2023,Ford,F-150,new,957.0,truck,2987.0,69085
3FTTW8H38RRA13391,2024,Ford,Maverick,new,2463.0,truck,12.0,30057
3FTTW8H93RRA23525,2024,Ford,Maverick,new,2463.0,truck,12.0,27709
3GNAXUEVXMS126965,2021,Chevrolet,Equinox,used,1252.0,suv,51704.0,21571
5LMCJ2CA1PUL23057,2023,Lincoln,Corsair,new,2309.0,suv,5.0,53712
5LMJJ2LG4REL04981,2024,Lincoln,Navigator,new,1190.0,suv,4.0,101064
5TFEW5F19HX217180,2017,Toyota,Tundra,used,894.0,truck,64728.0,30999
7SAYGDEF8NF399397,2022,Tesla,Model Y,used,2357.0,crossover,23134.0,43494
1FDUF5GT5PDA15069,2023,Ford,F-550 Super Duty Chassis,new,,truck,5.0,64195
1FTFW1E57NFB84554,2022,Ford,F-150,new,957.0,truck,5.0,67360
2LMPJ8K95PBL29727,2023,Lincoln,Nautilus,new,2250.0,suv,5.0,53708
1FTFW1E55PKF89189,2023,Ford,F-150,new,957.0,truck,6.0,56135
1FTFW1RG6PFD32577,2023,Ford,F-150,new,957.0,truck,12.0,97125
5LM5J7XC1PGL26234,2023,Lincoln,Aviator,new,1193.0,suv,12.0,71400
5LM5J9XC4PGL30578,2023,Lincoln,Aviator,new,1193.0,suv,12.0,88385
5LMJJ3LG9PEL16210,2023,Lincoln,Navigator L,new,1180.0,suv,13.0,98064
5LMPJ8J41RJ796494,2024,Lincoln,Nautilus,new,2250.0,suv,12.0,60585
5LMPJ8JA2RJ794761,2024,Lincoln,Nautilus,new,2250.0,suv,12.0,57835
5LMPJ8K43RJ796768,2024,Lincoln,Nautilus,new,2250.0,suv,12.0,67400
5LMPJ8K47RJ794215,2024,Lincoln,Nautilus,new,2250.0,suv,12.0,66020
5LMPJ8KA0RJ798127,2024,Lincoln,Nautilus,new,2250.0,suv,12.0,61170
5LMPJ8KA3RJ784237,2024,Lincoln,Nautilus,new,2250.0,suv,12.0,65900
5LMPJ8KA5RJ782845,2024,Lincoln,Nautilus,new,2250.0,suv,12.0,61670
5LMPJ8KA7RJ782846,2024,Lincoln,Nautilus,new,2250.0,suv,12.0,61170
5LMPJ8KA8RJ786453,2024,Lincoln,Nautilus,new,2250.0,suv,12.0,67650
5LMPJ9J48RJ795865,2024,Lincoln,Nautilus,new,2250.0,suv,12.0,76745
YV4A22PK7M1727201,2021,Volvo,XC90,used,1774.0,suv,23189.0,40738
19UDE2F70KA008455,2019,Acura,ILX,used,1342.0,sedan,42656.0,23739
19UDE4H30RA005023,2024,Acura,Integra,new,1349.0,hatchback,1.0,34695
19UDE4H30RA018595,2024,Acura,Integra,new,1349.0,hatchback,5.0,34695
1FA6P8TH7N5135840,2022,Ford,Mustang,new,969.0,coupe,5.0,33060
1FMJU1H82REA21985,2024,Ford,Expedition,new,944.0,suv,12.0,65354
1FMJU2AGXREA41053,2024,Ford,Expedition,new,944.0,suv,12.0,82536
1FMSK8FH4MGB52872,2021,Ford,Explorer,used,961.0,suv,45084.0,31971
1FT6W1EV0PWG29560,2023,Ford,F-150 Lightning,new,2441.0,truck,64.0,72690
1FT7W2BTXREC51821,2024,Ford,F-250 Super Duty,new,999.0,truck,13.0,79460
1FTBR1XG6PKA25667,2023,Ford,Transit,new,2325.0,passenger_cargo_van,5.0,56805
1FTBR1XG8PKA00432,2023,Ford,Transit,new,2325.0,passenger_cargo_van,5.0,55305
1FTBR1XG9PKA27879,2023,Ford,Transit,new,2325.0,passenger_cargo_van,5.0,56805
1FTEW1CP6PKG13144,2023,Ford,F-150,new,957.0,truck,12.0,50700
5J8YE1H02RL017149,2024,Acura,MDX,new,1346.0,suv,4.0,62045
MAJ6S3KL7LC349307,2020,Ford,EcoSport,used,2205.0,crossover,54203.0,15901
YV4A22PK2M1690638,2021,Volvo,XC90,certified pre-owned,1774.0,suv,16605.0,43738
YV4L12UA6P2970245,2023,Volvo,XC40,new,2235.0,suv,6510.0,45551
5TDKDRAH6RS03C293,2024,Toyota,Highlander,new,886.0,suv,,49353
5YFB4MDEXRP01C836,2024,Toyota,Corolla,new,909.0,sedan,,23778
1FT7W2BA2REC53559,2024,Ford,F-250 Super Duty,new,999.0,truck,5.0,56465
1FTBF2BA4PED68509,2023,Ford,F-250 Super Duty,new,999.0,truck,12.0,49598
1FTEW1CP4PKF58662,2023,Ford,F-150,new,957.0,truck,3.0,54095
1FTEW1EP8PKG24076,2023,Ford,F-150,new,957.0,truck,3.0,52187
1C4RJXSJXRW210408,2024,Jeep,Wrangler,new,1406.0,suv,,108395
3C6UR5DL8PG634548,2023,Ram,2500,new,1715.0,truck,16.0,67262
